date,bases,open_access_bases,bytes,open_access_bytes
"01/20/2011",71274778223622,60476642432512,118951290557569,107479453343053
"01/21/2011",71285162888934,60486465071765,118994247027777,107521137754904
"01/23/2011",71285338055574,60486640238405,118994314077577,107521204804704
"01/24/2011",71340177807114,60540394323336,119048399809534,107572700839247
"01/25/2011",71368274022091,60568167059614,119070359302930,107593878798337
"01/26/2011",71370401015599,60570294053122,119071917299046,107595436794453
"01/27/2011",71384552159916,60584445197439,119083059933744,107606579429151
"01/28/2011",73210625920841,62409246585264,120623230177412,109145778888460
"01/29/2011",73273825411441,62472446075864,120659661909710,109182210620758
"01/31/2011",73320800237994,62519420902417,120694623737762,109217172448810
"02/01/2011",73437860474213,62636481138636,121111064186340,109633612897388
"02/02/2011",73443030001665,62641650666088,121140721908528,109663270619576
"02/03/2011",73873561817860,63072182482283,122438385372572,110960934083620
"02/04/2011",74599068963723,63797689628146,123038477321185,111561026032233
"02/05/2011",74644284620493,63842905284916,123065924571478,111588473282526
"02/06/2011",74752071266371,63950691930794,123136150562751,111658699273799
"02/07/2011",76367085594190,65565706258613,124124585913414,112647134624462
"02/08/2011",76867929899211,66066550563634,124515761608078,113038310319126
"02/09/2011",77089047576221,66287668240644,124635292567712,113157841278760
"02/10/2011",78695875887166,67792189213649,126896088650555,115375960864831
"02/11/2011",82363225059852,69515223302072,128865150547602,116484108285943
"02/12/2011",82393917135484,69545915377704,128912023942336,116530981680677
"02/13/2011",82405711636134,69557709878354,128919921649501,116538879387842
"02/14/2011",82474861425001,69626859667221,128967062005975,116586019744316
"02/15/2011",83450882803398,70019851653042,129666412664059,117121169032520
"02/16/2011",83816625234836,70385594084480,129992791862679,117447548231140
"02/17/2011",84748013081295,71316981930939,130608895702093,118063652070554
"02/18/2011",84809551025132,71378519874776,130662035241297,118116791609758
"02/20/2011",85119219845526,71688188695170,131457464500803,118912220869264
"02/21/2011",85119545192252,71688514041896,131458188664498,118912945032959
"02/22/2011",85160727527233,71729696376877,131491402051591,118946158420052
"02/23/2011",85308313771106,71877282620750,131613723967386,119068480335847
"02/24/2011",85560870729424,72129839579068,131737120299053,119191876667514
"02/25/2011",85844564771665,72413533621309,132252773110692,119707529479153
"02/28/2011",87908885118694,72425458375324,133139760204926,119718367967413
"03/01/2011",90448988103217,72767626612660,134401566706176,119993430108036
"03/02/2011",91234368211275,72770798641550,134760177655869,119995965986532
"03/03/2011",92449535439409,72887445439244,135327598595110,120066206118410
"03/04/2011",92457486186982,72895396186817,135332796695328,120071404218628
"03/07/2011",94548623799431,72895705210815,136163385858070,120072082298831
"03/08/2011",95320648798061,72921159754549,136466871113988,120086487368267
"03/09/2011",96269248320275,72966602697559,136842727783457,120116593784895
"03/10/2011",96368737788418,73066092165702,136917242833113,120191108834551
"03/11/2011",96710881045015,73328146475315,137128055994188,120368736163223
"03/12/2011",98825612056084,75442877486384,138587899999915,121828580168950
"03/14/2011",99827081881778,76180007403338,139184042307330,122307222961363
"03/15/2011",101343865567658,77696791089218,140332358000282,123455538654315
"03/16/2011",101588220028161,77940659391737,140544293162839,123666370316995
"03/17/2011",102849554167212,78344729355623,141122341416603,123929790926169
"03/18/2011",110232509565319,83398673124839,145437737885427,127444787961297
"03/20/2011",110366745071240,83398673124839,145475108344552,127444787961297
"03/21/2011",110563653154019,83595551801830,145606018903353,127575626002968
"03/22/2011",110628519429208,83660308115456,145656813043112,127626175295937
"03/23/2011",110868886903644,83856237680639,145819076919009,127765139550430
"03/24/2011",110903291337858,83890642114853,145840620965354,127786683596775
"03/25/2011",111751267231938,84738570711175,146450603892035,128396555365851
"03/26/2011",111758237447045,84745540926282,146458455437649,128404406911465
"03/27/2011",111761532228054,84748835707291,146466461474963,128412412948779
"03/28/2011",112031083563667,85018387042904,146696708709190,128642660183006
"03/29/2011",112085609147267,85072912626504,146736860505755,128682811979571
"03/30/2011",112460971883545,85448265278148,146949638134147,128895564881548
"03/31/2011",112809917210978,85797210605581,147117079132665,129063005880066
"04/01/2011",114830011106963,87817304501566,148570188706515,130516115453916
"04/02/2011",114866423089072,87853716483675,148598095983862,130544022731263
"04/03/2011",114978118742709,87965412137312,148689247679393,130635174426794
"04/04/2011",115276980149844,88264273544447,148901613092795,130847539840196
"04/05/2011",115815483143446,88802776538049,149297539329839,131243466077240
"04/06/2011",116368239002161,89340362662365,149711937806463,131641737253290
"04/07/2011",116489499116516,89461622776720,149823916517235,131753715964062
"04/08/2011",116708889580853,89681008618011,149965157466897,131894946337013
"04/09/2011",116891397352693,89863516389851,150096086547894,132025875418010
"04/10/2011",117108970367701,90081089404859,150274033984885,132203822855001
"04/11/2011",117691180107630,90663299144788,150657992331972,132587781202088
"04/12/2011",117711799117565,90683918154723,150674674193976,132604463064092
"04/13/2011",117804290021072,90776409058230,150740057377049,132669846247165
"04/14/2011",117840403570623,90812522607781,150763956911991,132693745782107
"04/15/2011",119008479998823,90824336590671,151612599238327,132706001097962
"04/18/2011",119134669927340,90950526519188,151678747128601,132772148988236
"04/19/2011",119135299044974,90951151257052,151680292408399,132773684828383
"04/20/2011",119141138744038,90956990956116,151684840630750,132778233050734
"04/21/2011",119191845535361,91007697747439,151715009498189,132808401918173
"04/22/2011",119198924784643,91014776996721,151722246599168,132815639019152
"04/23/2011",119208915147587,91024767359665,151728056387229,132821448807213
"04/24/2011",119209302317598,91025154529676,151728969705720,132822362125704
"04/25/2011",119213317822197,91029170034275,151731674780309,132825067200293
"04/26/2011",119500945747509,91316346395923,151907591770941,132999960550459
"04/27/2011",119709308872999,91524546253699,152084961960682,133176970002957
"04/28/2011",120193257116413,92008494497113,152396815349610,133488823391885
"04/29/2011",120661116808795,92476354189495,152677262363710,133769270405985
"04/30/2011",120878785112241,92694022492941,152790054945954,133882062988229
"05/01/2011",121561589293527,93376826674227,153429206418004,134521214460279
"05/02/2011",121582513136253,93397067848128,153450655740390,134541129773469
"05/03/2011",121751022263857,93565576975732,153550669525869,134641143558948
"05/04/2011",121886500105647,93688902722934,153646551820866,134729014778458
"05/05/2011",122090927246171,93893329863458,153782416123939,134864879081531
"05/06/2011",122245626385803,94047865979414,153874128300900,134956222346873
"05/07/2011",122246107519669,94048347113280,153875127897104,134957221943077
"05/08/2011",122246145116396,94048384710007,153875216291261,134957310337234
"05/09/2011",122268204403305,94070286431462,153887222657533,134968952328440
"05/10/2011",123734649693591,95536731721748,154948644881890,136030374552797
"05/11/2011",123749264183233,95551346211390,154957098796967,136038828467874
"05/12/2011",123929086140832,95731168168989,155093707937959,136175437608866
"05/13/2011",123995930936146,95798012964303,155135482413073,136217212083980
"05/14/2011",124001270523239,95803352551396,155150221209749,136231950880656
"05/16/2011",124009351494564,95811433522721,155155838752314,136237568423221
"05/17/2011",124178922021161,95981004049318,155277561180083,136359290850990
"05/18/2011",124286169654241,96088249837173,155358903108074,136440627003457
"05/19/2011",124905618638540,96100743179397,155656035010354,136449268200918
"05/20/2011",124914984489054,96110108651587,155664629966300,136457861500959
"05/21/2011",124915014845094,96110139007627,155664656875218,136457888409877
"05/22/2011",125877450042634,96199334202699,156143204393876,136523699512013
"05/23/2011",126216211600842,96402400318831,156397414586981,136712569062150
"05/24/2011",126586060855544,96559229202127,156594727775967,136808038122665
"05/25/2011",127179253820551,96605450328971,156884425842374,136833454905202
"05/26/2011",127642921974014,96609177146243,157115262613307,136842236474394
"05/27/2011",127728865850918,96695121023147,157216150666821,136943124527908
"05/28/2011",127730682427802,96696937600031,157218509781952,136945483643039
"05/30/2011",127741603048451,96707858220680,157225270404312,136952244265399
"05/31/2011",127764033882571,96730289054800,157243665346324,136970639207411
"06/01/2011",127981958810684,96948213541080,157479036103666,137206008349637
"06/02/2011",128470979360992,97437234091388,157838741634897,137565713880868
"06/03/2011",128675883972442,97642138702838,157973060570302,137700032816273
"06/05/2011",128867772217122,97834026947518,158089307232156,137816279478127
"06/06/2011",130281193091843,97939548528206,158771363601931,137879887255435
"06/07/2011",130360954327773,97998685455257,158815709104784,137914424925598
"06/08/2011",131168495962120,98424343288591,159257055521493,138173933753839
"06/09/2011",131608736820442,98864584146913,159544334721175,138461212953521
"06/10/2011",131651373564085,98907220890556,159579976913279,138496855145625
"06/12/2011",131659987953955,98915835280426,159585431083135,138502309315481
"06/13/2011",131664132628876,98919979955347,159589527350870,138506405583216
"06/14/2011",131773626737079,99029471799082,159672152165277,138589025248973
"06/15/2011",132035278027869,99291123089872,159835971783807,138752844867503
"06/16/2011",132107012836403,99362857898406,159888320025695,138805193109391
"06/17/2011",132220271714103,99476116776106,159953228631840,138870101715536
"06/19/2011",132256130719296,99511975781299,159995714925497,138912588009193
"06/20/2011",132266417392307,99522262454310,160003063279190,138919936362886
"06/21/2011",132270174868247,99526019930250,160005603623385,138922476707081
"06/22/2011",132460407379385,99716252441388,160174197803981,139091070887677
"06/23/2011",132634176328479,99890019449296,160409063390481,139325931936650
"06/24/2011",132847043076124,100102863647517,160543124630696,139459941728564
"06/25/2011",133140270992780,100396091564173,160725278220193,139642095318061
"06/26/2011",133163238878792,100419059450185,160739916445269,139656733543137
"06/27/2011",133191131841388,100446952412781,160758494781477,139675311879345
"06/28/2011",133739250936144,100995071507537,161204700218480,140121517316348
"06/29/2011",134303573519140,101559394090533,161666674152122,140583491249990
"06/30/2011",134402562433113,101658383004506,161785639176564,140702456274432
"07/01/2011",134435908111427,101691728682820,161824939879370,140741756977238
"07/02/2011",135266620572321,102522441143714,162340409825444,141257226923312
"07/04/2011",135273553613675,102529374185068,162345114602417,141261931700285
"07/05/2011",135733038295362,102988858866755,162679735217151,141596552315019
"07/06/2011",135963284159926,103219104731319,162824376684757,141741193782625
"07/07/2011",136098170328797,103353990900190,162915162348675,141831979446543
"07/08/2011",136514038119771,103769858691164,163149085584160,142065902682028
"07/09/2011",136543168268795,103798988840188,163171423020996,142088240118864
"07/10/2011",136661508337145,103917328908538,163242212720173,142159029818041
"07/11/2011",136717701101171,103973521672564,163282668143919,142199485241787
"07/12/2011",136717884749161,103973705320554,163283089659873,142199906757741
"07/13/2011",137045346562194,104187664708203,163471908849068,142337579079952
"07/14/2011",137713629599912,104196518575105,163762986913233,142351182644269
"07/15/2011",139229214481193,104353844173741,164440383345376,142446244472762
"07/16/2011",139237391572927,104362021265475,164445898648591,142451759775977
"07/17/2011",139271661108241,104396290800789,164470501133646,142476362261032
"07/18/2011",143399798987383,104472356884398,166318121015467,142519157318080
"07/19/2011",143744860494441,104755997912798,166537973776232,142712945271431
"07/20/2011",143895950632306,104907088050663,166636457081536,142811428576735
"07/21/2011",144012072832465,105023210250822,166713683772648,142888655267847
"07/22/2011",144237302726926,105183197299833,166851876601097,142998083380369
"07/24/2011",144692966085413,105638860658320,167124802739807,143271009519079
"07/25/2011",144698787960661,105644682533568,167129309982551,143275516761823
"07/26/2011",144912740449656,105849079082979,167262427654021,143400276486399
"07/27/2011",145833038101888,106650977444597,167842879524485,143910250292633
"07/28/2011",146430288656763,107248227999472,168314037179155,144381407947303
"07/29/2011",146731384520137,107547412096736,168483103945078,144549124831739
"07/31/2011",146731789515382,107547817091981,168484019902963,144550040789624
"08/01/2011",146850720806979,107666748383578,168568479806049,144634500692710
"08/02/2011",147002457210638,107818484787237,168665514090376,144731534977037
"08/03/2011",147025062610938,107841090187537,168687142335846,144753163222507
"08/04/2011",147042949768592,107858977345191,168699562148224,144765583034885
"08/05/2011",147060104272434,107875862674378,168718095803152,144783451578265
"08/06/2011",147060287891975,107876046293919,168718507561423,144783863336536
"08/07/2011",147082514807455,107898273209399,168732001746974,144797357522087
"08/08/2011",147151394588829,107967152990773,168781236194771,144846591969884
"08/09/2011",147222051748667,108036280928775,168830276007882,144892273701572
"08/10/2011",147394277436478,108208478463538,168937130912851,144999065630452
"08/11/2011",147452853182575,108266971537815,168986003843408,145047751301768
"08/12/2011",147643435555607,108457544807246,169101786649472,145163512944289
"08/13/2011",147644783385896,108457544807246,169104916169104,145163512944289
"08/14/2011",147654140691045,108457626314130,169126833728552,145163697710129
"08/15/2011",147754021782846,108478688961739,169172880441856,145182756221409
"08/16/2011",149313908526837,108479999413498,169831003050321,145187784193767
"08/17/2011",149992951614064,109159042500725,170292123078801,145648904222247
"08/18/2011",150870908337686,109201236516254,170677858427531,145676927022527
"08/19/2011",150871765570559,109202093749127,170678457036818,145677525631814
"08/20/2011",150876645426395,109202093749127,170681827203190,145677525631814
"08/22/2011",152021112028241,110324042308437,171442808868101,146421766877042
"08/23/2011",152352869145410,110655799425606,171664251238859,146643209247800
"08/24/2011",152470703370192,110773391732478,171738678886902,146717108534686
"08/25/2011",152623408267103,110926096629389,171839363369102,146817793016886
"08/26/2011",153295653556539,111276391908985,172221696314070,147043589189532
"08/27/2011",153295659445944,111276397798390,172221709717613,147043602593075
"08/28/2011",153317583243810,111298321596256,172238518992240,147060411867702
"08/29/2011",156589928322179,111312878340553,173769702800335,147080228784747
"08/30/2011",157035262889431,111758212907805,174094911670826,147405437655238
"08/31/2011",157247563869570,111970513887944,174251773857004,147562299841416
"09/01/2011",157813838406842,112536788425216,174652643097210,147963169081622
"09/02/2011",157853786399622,112576736417996,174677106937286,147987632921698
"09/03/2011",157920373699610,112580859326116,174729612851008,147997274550557
"09/05/2011",158040567835134,112580859326116,174806119498936,147997274550557
"09/06/2011",158167155554625,112700297933505,174882854736840,148069435551291
"09/07/2011",158193940303006,112727082681886,174899681040106,148086261854557
"09/08/2011",158353635731068,112886778109948,174998696473080,148185277287531
"09/09/2011",158520536720808,113053679099688,175133879118092,148320459932543
"09/10/2011",158521634744797,113054777123677,175136281347021,148322862161472
"09/11/2011",158560246186575,113093388565455,175155451166911,148342031981362
"09/12/2011",158685499074498,113218641453378,175246955118129,148433535932580
"09/13/2011",158740341380253,113273483759133,175280619389496,148467200203947
"09/14/2011",158900853448391,113433995827271,175395814063235,148582394877686
"09/15/2011",159475043677437,114008186056317,175759947125766,148946527940217
"09/16/2011",160345527587336,114878669966216,176289919540434,149476500354885
"09/18/2011",160351994365692,114885136744572,176294088088623,149480668903074
"09/19/2011",160457034051462,114990176430342,176365425875568,149552006690019
"09/20/2011",160508731776201,115041874155081,176405406873181,149591987687632
"09/21/2011",160518609859507,115051658534166,176414465573118,149600841761636
"09/22/2011",160605020861825,115138069536484,176479589851235,149665966039753
"09/23/2011",160648870527902,115181919202561,176512863888215,149699240076733
"09/24/2011",160659827773444,115192876448103,176524098441013,149710474629531
"09/26/2011",161770543448546,116284768611013,177227531487162,150405871081757
"09/27/2011",162373964202622,116888189365089,177627604297081,150805943891676
"09/28/2011",162858228258639,117372453421106,177932846847638,151111186442233
"09/29/2011",162934628869547,117448854032014,177976937579793,151155277174388
"09/30/2011",163612895806474,118127120968941,178413715741203,151592055335798
"10/01/2011",163867885156878,118382110319345,178590330629328,151768670223923
"10/02/2011",164061326166416,118575551328883,178706593388458,151884932983053
"10/03/2011",164451303588388,118965528750855,178956028293960,152134367888555
"10/04/2011",164541301070318,119055526232785,179009964332891,152188303927486
"10/05/2011",164815808102857,119330033265324,179194730667206,152373070261801
"10/06/2011",165458038527522,119972263689989,179605998991119,152784338585714
"10/07/2011",165935593875655,120449819038122,179904022170312,153082361764907
"10/08/2011",165976101366259,120490326528726,179932201575217,153110541169812
"10/09/2011",165997454069050,120511679231517,179947450267795,153125789862390
"10/10/2011",166080717998722,120594943161189,180004474199661,153182813794256
"10/11/2011",166685217144273,121199442306740,180620212923234,153798552517829
"10/12/2011",167784872049012,122299097211479,181334799973731,154513139568326
"10/13/2011",170072949047302,124587174209769,182949036636957,156127376231552
"10/14/2011",171452166644855,125966391807322,183906721190187,157085060784782
"10/15/2011",171456689983527,125970915145994,183908456125232,157086795719827
"10/16/2011",171832912506855,126347137669322,184178672837750,157357012432345
"10/17/2011",172491323796279,127005548958746,184709241577062,157887581171657
"10/18/2011",172865304482580,127379529645047,184976948774966,158155288369561
"10/19/2011",172983559470690,127497784633157,185081751686318,158260091280913
"10/20/2011",173036031876156,127550257038623,185120610478274,158298950072869
"10/21/2011",173108400803662,127622625966129,185157959824263,158336299418858
"10/22/2011",173111288631016,127625513793483,185159639291623,158337978886218
"10/23/2011",173162463770658,127676688933125,185193370486840,158371710081435
"10/24/2011",173916145962031,127827304848583,185579918622356,158469909357156
"10/25/2011",174174378552220,128085537438772,185723816214183,158613806948983
"10/26/2011",174390387463338,128301546349890,185948189116417,158838179851217
"10/27/2011",174458701049165,128369859935717,185997014012397,158887004747197
"10/28/2011",174671033283715,128582192170267,186129898019192,159019888753992
"10/29/2011",175711811688838,129622970575390,186803852757525,159693843492325
"10/30/2011",175757009104358,129668167990910,186835982215700,159725972950500
"10/31/2011",176150199445857,130061358332409,187090756966712,159980747701512
"11/01/2011",177977149299415,131888308185967,188423680680486,161313671415286
"11/02/2011",179183373922320,133094532808872,189209366805979,162099357540779
"11/03/2011",195777388086902,149688546973454,199241202088241,172131192823041
"11/04/2011",196459487137870,149853012544518,199550992841693,172243126010252
"11/05/2011",196459691422287,149853216828935,199551465761052,172243598929611
"11/06/2011",199017543972794,150173532403679,200796911810677,172472398979471
"11/07/2011",199963278163718,150277481180576,201259336393609,172552100063434
"11/08/2011",200105955197698,150420158214556,201361860019756,172654623689581
"11/09/2011",201927533364881,151290432131677,202357760610048,173224641108552
"11/10/2011",202264927124624,151627825891420,202590889175132,173457769673636
"11/11/2011",202272339428865,151635238195661,202596477520926,173463358019430
"11/12/2011",202288650803135,151651549569931,202606614465714,173473494964218
"11/13/2011",202430555467835,151793454234631,202702529192822,173569409691326
"11/14/2011",203482876263658,152845775030454,203386029115715,174252909614219
"11/15/2011",203637162300087,153000061066883,203480487386054,174347367884558
"11/16/2011",203717075903985,153075631410181,203542284940468,174406992823493
"11/17/2011",203744031590583,153102587096779,203568374989097,174433082872122
"11/18/2011",203813535851685,153172091357881,203620151388075,174484859271100
"11/19/2011",203819065782796,153177621288992,203624695834712,174489403717737
"11/21/2011",206439995006012,153962158305196,204974753209687,174991880907574
"11/22/2011",207149026005865,153997871623901,205314870126888,175023617455319
"11/23/2011",208717521135307,154495548556755,206212559635332,175425172843437
"11/24/2011",208718156472831,154496183894279,206213988889202,175426602097307
"11/25/2011",209582521164286,154496238324826,206609511247317,175426631169962
"11/27/2011",209675202431780,154588919592320,206694082826560,175511202749205
"11/28/2011",211776025004233,154770937092265,207709143024725,175641390286132
"11/29/2011",211922996997809,154775803197725,207779943743088,175644788216665
"11/30/2011",212511798265500,155364604465416,208160956426591,176025800900168
"12/01/2011",212769980360563,155622786560479,208676477606416,176541322079993
"12/02/2011",214305298492239,157158104692155,209770834067985,177635678541562
"12/03/2011",215185669398059,158038475597975,210539311282598,178404155756175
"12/04/2011",215242507034759,158095313234675,210578512360185,178443356833762
"12/05/2011",215971595791802,158824401991718,211208264483789,179073108957366
"12/06/2011",216533172641078,159385978840994,211626760053843,179491604527420
"12/07/2011",216692227969424,159545034169340,211774803156390,179639647629967
"12/08/2011",218003974002599,160042097379421,212568339029714,180014778205072
"12/09/2011",218259966234468,160298089611290,212735615728950,180182054904308
"12/10/2011",218261693187100,160299816563922,212739523422660,180185962598018
"12/11/2011",218353726878093,160391850254915,212805809277011,180252248452369
"12/12/2011",218631184015824,160669029897929,213021345248902,180467173170748
"12/13/2011",218874477101787,160912322983892,213188544513828,180634372435674
"12/14/2011",219422139788430,161459985670535,213582559521413,181028387443259
"12/15/2011",222422443326691,162225879433551,214853681715717,181470755527523
"12/16/2011",222579526114826,162382962221686,214968212528445,181585286340251
"12/17/2011",222589012379882,162392448486742,214976453021799,181593526833605
"12/18/2011",222596812178982,162392448486742,214979183037604,181593526833605
"12/19/2011",224480556440676,163659519200726,216208901018927,182566733543707
"12/20/2011",224811157788776,163763649786626,216378731207608,182638447405310
"12/21/2011",225052727220591,164005219218441,216531795763623,182791511961325
"12/22/2011",225726041633112,164678533630962,217017251683753,183276967881455
"12/23/2011",226323116849317,165275608847167,217459890912116,183719607109818
"12/24/2011",226456842356322,165409334354172,217553484433703,183813200631405
"12/25/2011",226481108256413,165433600254263,217571608868685,183831325066387
"12/26/2011",226648654123678,165601146121528,217721288132501,183981004330203
"12/27/2011",226872092665432,165824584663282,217872444778152,184132160975854
"12/28/2011",227066808274010,166019300271860,217976591382271,184236307579973
"12/29/2011",227382577830064,166335069827914,218208591843776,184468308041478
"12/30/2011",227483116181798,166435608179648,218273390078454,184533106276156
"12/31/2011",227541071237913,166493563235763,218314671589019,184574387786721
"01/01/2012",227625968209645,166578460207495,218381527902404,184641244100106
"01/02/2012",227920999628553,166873491626403,218576914106317,184836630304019
"01/03/2012",228807407678272,167759899676122,219279486983711,185539203181413
"01/04/2012",230122219563650,169074711561500,220041708613210,186301424810912
"01/05/2012",230836289640028,169788781637878,220518482294225,186778198491927
"01/06/2012",231385094794345,170337586792195,220892422205229,187152138402931
"01/07/2012",231573437264022,170525929261872,221010973614376,187270689812078
"01/08/2012",231603596751422,170556088749272,221030368501884,187290084699586
"01/09/2012",231974675225789,170927167223639,221275758793089,187535474990791
"01/10/2012",233009483964228,171961975962078,222108678327789,188368394525491
"01/11/2012",233819833061646,172772325059496,222550589135620,188810305333322
"01/12/2012",234257840224913,173210332222763,222806743483959,189066459681661
"01/13/2012",235778746091980,174731238089830,223628196544518,189887912742220
"01/14/2012",236068095021680,175020587019530,223815014250626,190074730448328
"01/15/2012",236174434400076,175126926397926,223882160084136,190141876281838
"01/16/2012",236349417478527,175301909476377,223991072669948,190250788867650
"01/17/2012",237579831158236,176251914308866,224815982331220,190945376512075
"01/18/2012",237865055371112,176537138521742,225010225847164,191139620028019
"01/19/2012",238368282777036,177040365927666,225367664716180,191497058897035
"01/20/2012",238681896386968,177353979537598,225562590482131,191691984662986
"01/21/2012",238773761589089,177445844739719,225622441479667,191751835660522
"01/22/2012",238875267142629,177547350293259,225694713468549,191824107649404
"01/23/2012",239682747114312,178354830264942,226172542578228,192301936759083
"01/24/2012",239906498403671,178578581554301,226319123155107,192448517335962
"01/25/2012",240390124966417,179056618869111,226605368587774,192732072254741
"01/26/2012",240455312022400,179121805925094,226649769298300,192776472965267
"01/27/2012",241142759345685,179809253248379,227130952421941,193257656088908
"01/28/2012",241154753796537,179821247699231,227140647614946,193267351281913
"01/29/2012",241192268271583,179858762174277,227158248073926,193284951740893
"01/30/2012",241472738920997,180139232823691,227351937481395,193478641148362
"01/31/2012",241994163958521,180660657861215,227767306381623,193894010048590
"02/01/2012",242812520605706,181479014508400,228288488013723,194415191680690
"02/02/2012",243107767289556,181774261192250,228516380548245,194643084215212
"02/03/2012",243763814985343,182313277807437,228931674592886,195010210957994
"02/04/2012",243785501304788,182317827578786,228943568830457,195015212823621
"02/05/2012",244187755073496,182419304039866,229123567670060,195081171218571
"02/06/2012",244372261956599,182603810922969,229246833692922,195204437241433
"02/07/2012",244696210876088,182854606663714,229467288772280,195387768361498
"02/08/2012",245211473918605,183097329543263,229768451016098,195550848562044
"02/09/2012",245525509133166,183411364757824,230039067099502,195821464645448
"02/10/2012",246252356805524,183988641523182,230483588276907,196201419600482
"02/11/2012",246554456109600,184174289936158,230665585095650,196334759654737
"02/13/2012",246732849502791,184352683329349,230879790472932,196548965032019
"02/14/2012",247323290923593,184943124750151,231302257690690,196971432249777
"02/15/2012",247942760240727,185562594067285,231713906752149,197383081311236
"02/16/2012",248239043033149,185858876859707,231909283907563,197578458466650
"02/17/2012",248451845032060,186041522578610,232043107255554,197698095140199
"02/18/2012",248496959075260,186086636621810,232072000941536,197726988826181
"02/19/2012",249936044364480,186086751273871,232716279187050,197727256893659
"02/20/2012",251372039358426,186190514110161,233389711218250,197796333927732
"02/21/2012",251896701707955,186428927948106,233667444006918,197954428867482
"02/22/2012",252082690065874,186614916306025,233788327497755,198075312358319
"02/23/2012",252419729968304,186951956208455,234011961878041,198298946738605
"02/24/2012",252471561438432,187003787678583,234047761269041,198334746129605
"02/25/2012",252488713095392,187020939335543,234062304548193,198349289408757
"02/26/2012",252490689763712,187022916003863,234063287993341,198350272853905
"02/27/2012",252851403168178,187315424695041,234331296129114,198585961102666
"02/28/2012",255385482517753,187821638045640,235716404323779,198943670478448
"02/29/2012",257544790558201,188768598280712,237019073730057,199632531032466
"03/01/2012",258506890462290,189380987786137,237605043889435,200026850206800
"03/02/2012",259832455855951,189989071006638,238383326392666,200432660404509
"03/03/2012",260370409834771,190527024985458,238737274594624,200786608606467
"03/04/2012",263231487577794,191245159771265,240258374117195,201211035410365
"03/05/2012",265037494892113,191484241482136,241216816257306,201370488591120
"03/06/2012",265693962317231,191595795728558,241579074020158,201459982705393
"03/07/2012",266766297295797,191871461714732,242138322810900,201616028397671
"03/08/2012",266810269263212,191915433682147,242167582718703,201645288305474
"03/09/2012",267435993850911,192541158269846,242582025098790,202059730685561
"03/10/2012",267727149366791,192832313785726,242744062925924,202221768512695
"03/11/2012",269312018491971,192947810851430,243507615054862,202292979743479
"03/12/2012",275289854378461,193225587730241,246378446009817,202462976033028
"03/13/2012",276243455657330,193313932775506,246848243297778,202529207922395
"03/14/2012",276479172009143,193411556436301,246980435175359,202594847963575
"03/15/2012",276836108791271,193768493218429,247195666833863,202810079622079
"03/16/2012",277152887012694,194085271439852,247399567660178,203013980448394
"03/17/2012",277266490997894,194085271439852,247446005109389,203013980448394
"03/19/2012",277416574884086,194235355326044,247546713013986,203114688352991
"03/20/2012",279830703185606,194792036826728,248890730503489,203469891960389
"03/21/2012",281292932463795,195334142993613,249628124914589,203888739827507
"03/22/2012",281584346748530,195584264266444,249848521792532,204085584349276
"03/23/2012",282510205981272,196510123499186,250453855613650,204690918170394
"03/24/2012",288470938152731,196519242379779,253562840024826,204701469534723
"03/25/2012",288474114709690,196522418936738,253565195015118,204703824525015
"03/26/2012",288567892046267,196616196273315,253627254322472,204765883832369
"03/27/2012",289605137596548,197020362421762,254129767936359,205037549772211
"03/28/2012",291322207100992,197479817244706,254940431277145,205357939943238
"03/29/2012",291721449827364,197815837336406,255141368892548,205529606187453
"03/30/2012",291766969901164,197861357410206,255172780700339,205561017995244
"03/31/2012",291772988056520,197867375565562,255176973484485,205565210779390
"04/01/2012",291827736850247,197922124359289,255214323130474,205602560425379
"04/02/2012",292547187919281,198471803048523,255853986955323,206177011421269
"04/03/2012",293201153456225,199044028047367,256285901937423,206576980671192
"04/04/2012",301067288103875,199144125754053,259751674690510,206643298861687
"04/05/2012",308634375715074,199414247392512,262987281103269,206844293776132
"04/06/2012",311630034757196,199691408686938,264420208644991,207034926126464
"04/07/2012",311630913526868,199692287456610,264422313760429,207037031241902
"04/08/2012",311735760733284,199797134663026,264486477019823,207101194501296
"04/09/2012",321994978432148,200292445028468,269691174268382,207406597219010
"04/10/2012",329924184284394,200695935800657,273780411041158,207652106937310
"04/11/2012",332467628641573,202106933001546,275263814756406,208543493005924
"04/12/2012",336453889601693,202242558073586,277226749981647,208632352170644
"04/13/2012",342829740197467,202760991630579,280522883125759,208902667817112
"04/14/2012",349055494076098,204424632266109,283973109247152,209886770911166
"04/15/2012",363987648170050,218051020345013,293366058714050,218589174503460
"04/16/2012",366170139804081,218878084365206,294521836048584,219201452738996
"04/17/2012",366940546048597,219059796122822,294820923933042,219324237748348
"04/18/2012",376262430320147,219502108955297,298723966956605,219619767661228
"04/19/2012",378776160979717,219615430718147,299950063569446,219702982766085
"04/20/2012",379525097396810,220143139485440,300401662012348,220083656054913
"04/21/2012",379649686243561,220267728332191,300482572619869,220164566662434
"04/22/2012",380169727115761,220787769204391,300808155334571,220490149377136
"04/23/2012",381319259754454,221670213996384,301501648012771,221069195973316
"04/24/2012",382512981583126,221857893820373,302040084870043,221200124721854
"04/25/2012",383566710016061,221989494075260,302654628277368,221288608715003
"04/26/2012",384014160492406,222436944551605,302942455004390,221576435442025
