Sample-768 Sample-770 Sample-772 Sample-774 Sample-776 Sample-778 Sample-769 Sample-771 Sample-773 Sample-775 Sample-777 Sample-779
230119_at 3.89730429096865 4.03249172338511 3.81292572280873 4.02058646961032 4.10195686672208 4.17705550038563 3.80276620906483 3.86342155595815 4.36949829047907 4.36430266976859 3.63004940057415 4.03496689381897
1552990_at 2.46909290996459 2.19477099569054 2.5401950601237 2.4660592258917 2.74510870626342 2.24575032521616 2.46923509389614 2.49146616992723 2.80335874001327 2.33534923458442 2.36080906269642 2.50842758617702
206428_s_at 3.07204661155523 2.93188650278472 3.08881542153717 3.00162783092577 3.23139427046738 3.07796912401578 2.91336927885331 2.86745261871905 3.13085536000277 3.07590256349064 2.64292935144058 3.07204661155523
1564022_at 2.57812595582043 2.27715204194131 2.33673621418492 2.35815843722202 2.24541885486751 2.24009402416199 2.24525685918853 2.36850890457697 2.31041880513112 2.23466960818092 2.26932705643172 2.30539770211423
241339_at 4.63410247426812 4.58739131341078 5.37172702586942 4.60920068482207 5.00667673991718 4.21434473706534 4.79095335975375 4.49659165186946 4.77261842415277 4.67812635051185 4.72468988016791 4.14540217675452
241564_at 2.20905960116034 1.99810676734433 2.33810795299492 2.42988725256091 2.94522542967963 2.09645033084524 2.49295997655975 2.80635611066846 2.3704603082562 2.10016320305996 2.22753175720954 2.32866360801082
218773_s_at 8.83804507039242 8.91223209976027 9.08869662229508 8.52177761383988 8.83819434625027 9.5081453669611 9.47285748779503 9.64809735736679 8.98374186845631 9.0738687881372 10.173496783205 10.0801566472888
214557_at 2.85308352569191 2.84077887786069 2.82289609539606 2.56270677538737 2.89742770159553 2.62419111420531 2.57943510273353 2.58047570314372 2.58539152127394 2.95141206351705 2.64912119888244 2.5946529060123
38269_at 6.74828181704019 8.0115468264943 8.50997283666982 9.09549237034867 8.76911753927615 8.86617834818914 7.47766771262069 7.27908641053934 7.58299065358646 9.14939528058144 8.16958224317083 8.55402037497274
241950_at 2.91064054262956 2.72060408027827 2.97973412898943 2.90539575867761 3.45668758396342 2.75337772213674 3.24625792069148 2.83143059049277 3.46838056114445 3.04376850083189 2.56499066165682 2.96797036814588
1568906_at 3.61031484566916 3.36701451329726 3.89056572400149 3.77284560661278 3.63530509974185 3.56969317454004 3.71517404746904 3.77914949279388 4.10348641989786 3.68812708518342 3.50192460070722 3.71881303146869
1561795_at 2.41783830023497 2.42454134819781 2.36108538042357 2.09001198483181 2.16063308577197 2.44480328228232 2.12939808204856 2.09959943425625 2.59950286512698 2.18212238368063 2.07989794251089 2.2514130475673
207969_x_at 5.03561185524432 4.85997400223682 5.52068810172449 5.05206017331459 4.89638308195289 4.714321742164 4.72426828054818 4.9456310833663 5.64074356398468 5.12353735881639 4.92143551424913 4.89621001726209
1555926_a_at 2.62916103447573 2.62288154261819 2.18461599553331 2.35896782170207 2.35372954626861 2.37535595070486 2.01450371534559 2.41037926513098 2.50027027266755 2.27313067473937 2.28357146891327 2.40280003895669
231814_at 2.75423090897024 2.52798103036113 2.30906937776352 2.67568003604072 2.48710327550477 2.52870736787668 2.2835055177699 2.60135419455273 2.31912745182395 2.50004591730958 2.53694949815279 2.84077887786069
204722_at 6.5079584874655 7.61143174458406 7.86630691633461 6.62008609245014 6.53618288031975 5.06214323429901 4.312116192461 6.90733829327351 5.7113480199407 3.82514331356428 5.04102744846684 5.18062585607252
203487_s_at 7.18471392546899 7.55682698214119 6.65945892877263 7.80376967570536 6.20952136673282 7.33483566239432 7.67727094387927 8.27927163974843 6.64247612674404 6.86101378471069 7.95344309241931 7.40592185175116
234435_at 5.8449299120441 5.68280508225569 5.80845188322231 5.83876688716153 6.20395721396694 5.55743995885743 5.84855708127248 5.77436938915281 6.42850319337003 6.22908216077917 5.53734279697821 5.77944404500813
205198_s_at 7.73388769814719 6.81296194237203 6.18375956565043 6.34891109904875 5.69550962919874 6.42079666067742 6.45549713563132 7.10581036094232 5.41636729205588 5.65296321163352 5.57028573557931 6.47926336804573
1564559_at 3.7802673146244 4.40952552935664 4.92548290912743 4.19593912265654 5.20701035988899 4.60066609064756 4.53606209293951 4.10244161190711 4.3393951445356 4.88843044340913 3.81766565423126 4.41419642312459
225922_at 9.46042464579384 8.27059726627411 8.25710703512281 8.17897105913817 8.34445235666311 8.38642724683734 9.59683125133309 8.49922404330098 6.78412580244696 8.06654810773748 8.68216632052164 9.49131958678288
1558783_at 5.06365031785154 3.68562372220245 4.71264763473387 3.61385235261856 3.49570379419429 3.43138198698191 3.3664034470107 2.78430423091002 4.1368966549728 3.14128818293359 3.23350998638475 3.41977177377886
206576_s_at 4.11518317739465 3.65129112405033 3.81196245125817 4.39920383444461 4.06185156218574 3.40344470296823 3.56212383115849 3.72825541669619 4.08292316784899 4.00127300401306 4.21285440506455 3.7813588212328
230517_at 2.73423956624522 2.64248741375283 2.75040323470835 2.49791789355262 2.60255998183628 2.58465123569156 2.57540849857452 2.61464935179308 3.30441862347868 2.61877598127312 2.54617730146979 2.55492345021034
243678_at 2.02976881614857 2.11672085387183 2.10979580510877 2.00373806462606 1.88001487075111 1.76599092605272 1.76759074095899 2.20298196709935 2.28343087111157 2.12636070576323 1.99533403225319 1.86547761303961
210225_x_at 5.90182232888372 6.02810101852974 6.52077251967114 6.57611928558757 6.65451197908258 5.92793307574292 6.05020568617151 6.12322590000808 6.55176004747737 7.50635055625796 6.33720565980188 7.36203441494848
227116_at 8.09636118344756 8.37653206042566 6.35479891326517 7.16137991662682 7.09989482239483 7.29756756016559 8.21249827942254 8.93705890654828 6.28740113264819 7.17112054487486 7.2385842130394 6.82619394211875
206423_at 3.71612927986578 3.67640547528918 3.25569926687215 3.34554227001509 3.51713428268765 3.41698951360053 3.28254460944835 3.28254460944835 3.58539677962139 3.68812708518342 3.37509718385114 3.30446607896295
244505_at 4.94289219974807 2.89255782794898 2.71886486958741 3.05844900122324 2.79892664831718 2.40280003895669 2.83869699592492 2.79892664831718 2.97648939851988 2.4635111135371 2.72902789938189 2.90329818295541
230126_s_at 4.12783235400872 3.61346870146024 3.86212487358278 2.97529834089469 3.87011828558188 3.73596190066109 3.53249899512784 4.07451798369206 4.37099939939231 3.85117938928114 3.77925017525368 4.09019083346263
229764_at 3.60436400278541 5.38129980349158 4.11104802873549 4.84872223250852 4.31157677311674 3.39839435737034 4.7530941169914 3.59086463499849 3.87918076794201 5.01208911622077 6.67184948936466 5.04623253142439
223948_s_at 4.68965065097667 4.36407947919901 5.00349707425643 4.80682010608991 5.03616522347986 4.61922666113292 4.41619637016675 5.05111019329023 4.81135844937468 4.44920073841691 4.2925278749038 4.49608775088738
1552783_at 1.94461521617908 2.26955163521906 2.02338710221828 2.31937191593145 2.28482458449169 2.22631611796503 2.01501030174433 2.27947332980791 2.30485254225082 2.33604089481916 2.25595737326913 2.33160313028524
218655_s_at 7.01041611635479 7.43336432452993 7.68999160216797 7.11317004488142 7.21821557981447 6.20425612432053 6.7100291548839 5.95479599793414 6.80856098506963 6.65974444875195 6.31885258899375 6.49958153695773
224398_at 12.8720592725532 8.11313689143116 4.01689258877832 7.53394433249454 11.6663014578294 3.68628237076978 8.74123182920559 3.24373723650037 3.91628367522265 10.6616574206965 11.9363043393373 4.54642557331427
242277_at 4.7524864862889 5.48616626111757 5.84785767304229 6.02564930962875 5.42718617740521 5.6369272866037 6.39432045996323 5.03750024592846 4.86866341029718 4.75422527468638 4.4318495545358 5.84835250885315
1567237_at 2.95482140374849 3.189522201745 2.71402874082425 2.73517351088063 2.77104282609596 2.81302905577843 2.73676632996026 3.01711171955146 2.84837183027568 2.67908686726765 2.7018600630848 2.45435863849869
229947_at 4.61311664998447 4.90326700707239 3.23260504782959 8.86076330145196 4.59061803637141 7.69172323415484 2.91274499230965 3.18198487676445 2.73471619223496 4.60821034405905 4.44511655000149 5.29894584281808
228405_at 5.30912152566029 5.53254717667395 5.98921916320319 5.63048756242587 5.76248549350071 5.71419990172398 5.23361359880028 5.0616738841376 6.67769373737998 6.06017666395285 6.17002720793343 5.34717393791609
208301_at 4.73369158211333 4.8731944483538 5.39217800890669 5.07227769763304 5.08410198966966 4.94405646199758 4.91056475597179 4.95307401755544 5.01257724513738 5.03157759901633 4.59132049330896 5.00681157529102
213253_at 4.88040591898771 5.68428014329636 4.69267688495614 5.15458830564783 5.33468255961273 5.34061006246248 5.6201522734574 5.99556320526281 4.50547911009925 5.2611291295023 5.83749808158386 5.02187556281975
1556698_a_at 3.16724603216169 2.741666470705 2.82350066700062 3.19940437746987 2.77771035866482 2.98783315166067 3.61907304541038 2.5906100889293 3.19186389583721 3.3893935503251 3.14597069819626 3.93681645354395
217746_s_at 8.75732367301893 8.20951274972364 8.86767580129727 9.17615061888726 8.47422520895019 8.42234260906673 8.58608657324462 7.61478591837467 7.17901021591504 8.1268745025314 9.45131828391061 8.81093514050382
234218_at 2.7010079887209 2.35966190911661 2.32387446841087 2.26964438242456 2.1965884654496 2.19230074450337 2.09320081909288 2.44832114882457 2.47694908039536 1.98658430483114 2.38207769594527 2.57343355542119
212549_at 7.90185491914162 8.5867710848186 7.83279775525369 8.38214145248413 7.75988581188692 8.22649296845276 8.26800545649695 8.16130436999396 7.82461180735145 7.78415715360758 8.24928429146827 7.96124008730289
221746_at 7.04561268424816 6.92017600270069 6.00602198879461 6.81316697862883 6.26687966811849 6.62274898608681 6.88276940779409 6.74229171858945 6.02418093617834 6.92398506246675 6.84704137388191 6.96958421960143
1552675_at 1.96608694823482 1.92590766569667 2.2113461632593 2.22232706551566 2.41573640802455 2.12044220836188 1.99670356263097 2.01747197259379 2.12388425901895 2.03975153987978 2.03975153987978 2.06161920837916
231630_at 2.38018667772686 1.96530445654773 2.08789302616432 2.06904587543561 2.10963317824643 2.31531665726447 2.06067659616418 1.95828172235297 2.32289112966829 2.16698515577638 2.19780849742738 1.98519756673577
1570629_at 2.48287845652989 2.35642093876381 2.34301108874267 2.45922318951965 2.44701147354176 2.01390568108249 2.54347939159522 2.61518185940901 2.71958579941378 2.24916776622346 2.34301108874267 2.25979419076749
214474_at 4.30120970631042 5.25574047285088 5.01996803666433 4.9610092897764 4.05386364588394 5.11824965611996 5.99270051780936 3.52675757556717 5.59526065958758 5.43563466483891 4.27607594020358 6.61002340892566
231512_at 1.99465361415521 1.83683797638636 2.47608642249124 2.16074694316441 1.99700232725428 2.1122448498565 2.0069813797246 2.49607801313821 2.68903755811537 2.05244425685629 2.13790623574161 2.09718992658436
240825_at 3.26058987382503 4.73838679365917 4.28310116534034 3.74111986337439 3.92533279674756 3.70494850913356 3.54393310854311 4.03517486115128 3.22413511463266 3.20827265404978 2.99777411911361 3.85447012702662
216078_at 4.36579954308682 4.35795189887581 4.19233281043029 4.5304946970472 4.41824018558546 4.75416589245596 4.57042839562419 5.79594950442598 4.20917472420237 4.41242741563077 4.42448514503241 4.30562181786458
232858_at 4.12456743236216 4.57819328336588 5.54207251939329 4.53572851479216 4.50721399451931 4.51882053828401 4.4498485414479 4.66424788664735 4.99232530040279 4.50114074451253 4.29937748379006 4.36570416402644
224926_at 7.16564408667017 8.22015624115535 7.89718582112894 7.14870561369368 7.6896585164395 7.84119704384057 7.93121560009288 7.83193839000947 7.22726690128393 7.7384756665605 7.45944779274841 7.79881991040435
240341_at 2.47664636440404 2.55268223213898 2.73378560096748 3.68812708518342 2.34128567877111 2.49363955837664 2.5319032697165 2.07812199888154 2.56582990068377 2.46732309530039 2.59829410030594 2.57343355542119
216458_at 5.64505020610512 6.04899340226969 5.40433747397 5.84791353176697 5.43876036198056 5.44857797410674 5.37072984245995 6.44587568788579 6.24219154204934 5.94001822124344 5.37669778319338 5.55769700985724
220725_x_at 6.54745632565034 5.66715217557864 5.33128478024063 5.82217677343853 5.53549192815871 4.97281323058736 4.73086603684998 6.05310126198587 6.38110584048045 4.97177572809092 5.87727612865043 5.11647361986837
203780_at 2.50775691381727 2.48617263919435 2.77160823416365 2.99285565654902 3.84632492925997 4.32814732713846 2.36909907833971 2.46443069885915 2.28057618586674 2.77645402157458 4.12558085541503 2.66176275938067
210004_at 3.53934249858944 3.43902260896834 3.16381891057691 3.2939856139865 3.22547127523038 3.00288138906339 5.97137408389815 3.55530688237149 3.3949834127398 4.66073581000406 6.55869619782266 5.21649851749462
1560861_at 2.88360430137713 2.34997178290075 2.27029725085237 2.42754923477007 2.28065833336018 2.12645915761822 2.34295275989854 2.58059779366983 2.40167473436871 2.24934836780776 2.68014108991465 2.29558597843497
1565713_at 3.00901211180465 2.79586644861343 2.78772847039105 2.98546217254263 3.03006028225665 2.96966358001959 2.84861702224809 2.93860498157518 3.77011139678328 2.94023800276401 2.65393635616522 2.95677389872209
235513_at 3.99490237319487 4.87231369153865 6.1789720432603 5.43088941235884 5.0364034224285 5.01334455379013 6.17728652687472 4.94579255176982 4.26196511790024 4.9271275002101 4.90256982262064 5.70638714453135
1562267_s_at 3.5583610951053 3.77854972281558 3.87408825076935 4.14926247397939 3.79088512413476 3.31225047128464 3.38462891772293 3.73463781931337 3.55335641664432 3.57324457924335 2.93119317484258 3.89998540785751
239706_x_at 5.44276408932459 5.03891027065789 5.79220749581968 5.99369001768376 5.62805331674341 5.24294972151327 5.25884311932365 5.38012954443797 6.07130473929465 5.55403868609862 5.55952985196961 5.39065627561232
244377_at 4.70056269425035 5.5021861875364 5.70419727405717 5.28058953447768 5.70193249667143 4.7894323617179 5.44269936208283 4.89946672701235 6.657052980743 6.73654555386398 4.63681549930244 5.57754409958038
234348_at 2.50274198462397 2.30993663167614 2.15208734400239 2.41969607420691 2.40464702093893 2.23700098512063 2.42723347134566 2.49250634142557 2.72127348600859 2.57888844618837 2.58879666226843 2.52648978249288
244374_at 4.73278641049534 4.45872858547815 4.75545923365165 4.5417408396439 4.56178143960241 4.02512462296859 4.34537246104775 4.67750151054413 4.7598931283058 4.67110849069255 4.1577901128956 4.16478849397892
224934_at 6.68707839218991 6.5970668001861 6.14665536189663 5.56841851563641 5.63600744852241 6.46303618181302 7.72738369879439 7.5360036862038 5.54082689082953 6.94999639957545 7.00975282264367 7.42067587853145
1554761_a_at 2.47436780160842 2.5365786525725 2.7457179504634 2.63704369123008 2.49410486328566 2.31481716762329 2.53945120982388 2.94937255776849 2.85193071905525 2.28738088169472 2.27611321554566 2.49034888270442
225364_at 8.64809509423504 7.45059768500911 6.6625860687559 7.70896069418582 7.50640182952244 7.54279387964059 7.76692391190196 7.61221030199431 7.0055674207446 8.32572670468192 7.80516236612078 7.97924093661188
228911_at 4.37920257574373 4.62180013410315 4.65283435358197 4.36812289315019 5.01584313990857 4.58532360648372 4.20435642725005 4.22191619639424 5.1015730777057 4.54831344802077 4.4494837642611 4.86592589058067
231846_at 5.14379478277151 5.39161388418631 5.61370019380841 5.51781235322846 5.61852087087404 5.44032865404372 5.52532332927422 5.6221263035328 5.66136626800219 5.55747083693533 5.41838465132157 5.32840817459356
226923_at 5.94056363602834 6.56563044357044 6.51646544061476 6.61860201782498 6.72770900397197 5.71888302623242 7.26151213633071 6.60564041912228 6.77194795006608 7.27342101448892 7.85065851027001 6.39419066131922
239554_at 2.7200509918141 2.70437646826662 2.93773821455951 3.35552788237703 3.56991580064776 4.44168375409371 3.68437764367142 2.85283325835556 3.09897670747637 3.54420542888022 4.02358721426676 5.48661498561703
225920_at 6.68618274752934 6.97618224407104 6.32430295236855 6.43035014805619 7.07731543284466 7.15345296454953 7.09338468675729 6.98328745109564 6.90085886499036 7.33083524919826 6.84856931798562 7.32268052935783
207230_at 3.53709361381686 3.21329585439433 4.68634650141567 3.8679302939171 3.84366227567737 3.73673671234047 3.52335379948983 3.61306585009236 3.54397226373248 3.75778473338638 3.10918282207527 3.53620846235056
219855_at 4.30611663823315 4.75278564272396 4.09635795028674 4.57976983366806 5.14805865179575 4.68802322255765 5.53690328373032 6.11999406618794 3.92713979337527 4.29889428476539 4.95236252360917 4.7620877635007
210167_s_at 2.50118682182212 2.7685799544858 2.28378262402571 2.6187764775958 2.4060636586552 2.37849580049246 2.40371083744877 2.67861035726402 3.09783682445266 2.85040428532341 2.89610131004054 2.68555403073572
1560898_at 2.97215303527831 2.74829793646892 2.81165656569056 2.7096414780373 3.46641500945758 2.93099787587704 2.85373123658116 2.93443931793099 3.11309384094243 2.99248768772461 2.73665686253659 3.33990378525436
241934_at 4.95654537962654 4.61833198183813 4.96630057354588 4.99640198203531 5.17375371749891 4.71804237933652 4.63444187738516 4.82802399521186 5.40090568447536 4.91097003995519 4.48047276472202 4.67697845716365
213701_at 8.47712548189664 6.57779513472293 5.76850672516066 6.81993460644268 5.65903086683783 7.42460303924573 6.50906620771543 7.74958863687776 5.65903086683783 5.97751659243792 6.75976847661699 6.80963312340816
218235_s_at 6.14818579958937 6.48770022034992 6.24250231774043 6.14728957659401 6.27211969974201 6.39137915662046 6.65359035300041 6.2270609810628 5.52689808260191 6.45686640504231 7.00480475492772 6.5416303903384
228051_at 5.37240565170283 3.96815531884122 4.22112987809385 4.22192482265562 4.28140992012869 5.62921946980717 5.04537849641312 3.34858013554098 4.69267962223549 4.09614573914394 6.29787008214071 2.83379016462417
215997_s_at 3.26995434405567 3.40508173699516 3.27250926210001 3.41103017734009 2.90189285136434 3.30194497190537 3.21257816026029 3.96796098072668 3.27846032329021 3.21391775239091 2.99545370822198 3.11584408235216
230660_at 3.88217332294057 4.32437614406902 5.10251908183598 4.97850670449864 4.35364064935295 5.44826497518893 6.25601159126402 7.14074480857387 5.87631686608849 5.82496817916315 5.6713676305007 6.72534269063221
206753_at 5.18700509110896 5.4299522628853 5.82047719237536 5.1395567293478 5.53773110882635 4.9912325375802 4.95604227186116 4.80519365221252 5.60153440508367 5.41783465441167 4.99962197738007 5.06058887907777
201984_s_at 7.55633441546799 7.11299012798642 6.60646377887018 6.99443190809307 6.36724274305712 6.05266657110419 6.26980040963632 5.62455227880547 4.85123806566522 5.49483134703468 5.91114036004475 5.87578556098821
229622_at 3.67353253351703 3.41175021252831 4.71686544540887 3.73636235687858 4.47734733160772 3.61513911739363 3.68812708518342 3.52031546943229 3.69996284537008 3.92835525358187 3.73849851528785 4.05141730280723
240228_at 2.80603887238682 2.19141690429704 2.19780849742738 2.46923509389614 2.37902641690018 2.97072794122944 2.29710707660891 2.2489300913585 2.54752417268621 2.53074239818303 2.46680183420788 2.70410902631922
201890_at 4.97224267577458 2.93188650278472 5.0279333101551 3.85135164668896 5.00334510574855 6.68730482765971 7.31928404582252 5.01180789576652 3.11472879487608 8.23213896597679 4.72740511088992 7.05592511700003
235926_at 5.77944404500813 5.6077180341448 6.43757735144901 4.67427747625359 5.88869826502494 5.92745445833213 5.0596594412215 4.91413583041918 4.91005196192163 5.27049156009297 4.56589268912071 4.54559543844591
219971_at 2.87086490326491 2.59549754795632 2.70607374374169 2.59549754795632 3.0283292355786 3.1277858662745 3.54163362785296 3.56101131003992 3.01381974873655 5.97888668276529 3.93981285724038 4.58855183971181
215231_at 3.00103047235554 3.16019391578082 3.40129158127058 2.96357935194258 3.19436821522245 2.78379656213679 2.45505818127135 3.66510525007189 2.80961537646859 2.73471619223496 2.77331086218792 2.9319443419181
213817_at 6.50902144235243 6.6386191822941 3.83100281495602 5.70656470905289 4.11564162132335 5.64856102452261 4.53895660572127 5.20012461931298 3.28517282137227 3.88544396127575 4.67281240624819 4.18145633811573
210839_s_at 7.78016281372284 8.63205515046183 7.36387634512151 8.85278066909875 8.5512198789569 7.76202743974017 5.35847886944424 6.25758274388874 5.65730416589232 4.97119198636255 6.99911644678822 3.84877686812096
225713_at 6.49201876401714 5.44136806255706 6.58562993822961 6.06432956111308 6.6169473041614 6.53811899354919 5.81657399199797 6.74841556291158 6.14326242711495 6.86014004359577 7.24072080226358 6.41476000839967
1569538_at 4.55862983843448 3.88320356212787 3.74260443912834 3.4995172499792 4.07066083326483 3.61618779558837 2.99196630404288 4.91056475597179 4.72002513121892 3.35205187427546 3.00970337720102 3.5520591129782
236447_at 3.80429586591289 4.04422392072585 4.40952552935664 4.09509146356516 4.78384067492146 3.99276701951512 4.03846962986321 4.05612146723424 4.72101844363591 4.58399149739493 4.14030636792744 4.0350878656379
208740_at 7.23211480022815 7.55725014527504 5.84527306827528 5.82542512301637 6.71692944037162 5.67561022765447 7.67013927975053 7.53354877185883 4.72696822179364 5.83227645161147 6.55068575725397 6.5747196940736
213353_at 4.59400887076301 6.02339476314346 5.48823416586799 5.79536492126454 4.82169157208822 5.16341080963179 3.87775596799738 3.6585422276727 3.94840799810324 4.63241978346198 4.59050357746037 4.20180161560883
200945_s_at 9.90774591163329 9.74948370474689 9.99034886254621 10.060870389468 10.0047825084587 10.3759245338961 10.9119863893643 11.220963305071 9.41315645920584 9.75029715412684 10.8194223083864 10.7333094010506
216302_at 4.28888563669027 4.26749437010239 4.26727405685686 4.40616188689431 4.35638743512555 4.23476389539213 4.10597593972178 4.23470890130028 4.6848056866676 4.26021442999518 4.53834341470814 4.65305275305294
1555176_at 3.12945093109032 2.75050223570007 3.06918846070161 2.61653999817377 3.36559611896438 2.5378304424924 2.7673060758297 2.73341853287613 2.92952096704147 2.76452184862115 2.58489338935916 2.57343355542119
243826_at 6.02689633262071 6.26906924203147 6.27830488805384 6.0181950687532 6.22611498505405 6.5324816616748 4.34080918337257 4.32152666102203 5.49235304936533 5.06048033140777 4.46050710745645 3.66579496969648
220766_at 2.66151487921367 2.55232501819137 2.73471619223496 2.86130958965107 3.46906951438958 2.6666310078389 2.73471619223496 2.78482983892126 2.92835794354082 2.5381599136198 2.66151487921367 2.25569091072021
244573_at 2.95815596477878 2.47234538037066 2.82303901974425 2.86038632341249 2.95187750486076 3.17661844177403 2.85552502254391 2.7035521090688 3.55694375486418 3.24353307224983 3.02412988289148 3.16142474481721
225253_s_at 5.21920218496881 6.66081374603591 6.27261857333561 5.59154760912092 5.71846032977104 6.35479891326517 7.43471441551297 6.21222569416582 5.90127840753047 6.22942641437921 6.78252293121331 6.80670393165255
34846_at 6.21785045151689 6.124714446636 6.21515762382398 6.231031333164 6.38029675564196 6.00868419671543 5.96531380621053 5.97162074242462 7.29500277600709 6.20380840959082 6.08676346246487 6.21796350696477
216962_at 3.02018883508541 2.72254782191263 2.85559282463466 3.08072236827064 2.85869300182931 2.71554729696257 3.10064483820877 3.17003149146336 3.14557072375499 2.57591232042651 3.74743576226577 2.93409174460954
222231_s_at 5.65010409377285 6.99835032229772 7.21536613941232 7.05157951330201 6.80256181109125 7.66083941838942 8.66402192943132 8.21649443670155 7.11093176911019 8.18337672818299 9.28006918136935 8.53809223092591
201632_at 7.32736716933669 7.4500939482142 7.33542917505458 7.27000249451785 6.53061372367399 7.01675142073204 7.24598031156552 7.05732256876024 6.7153425749216 6.98000501298524 7.53395534091606 7.22487163110491
200686_s_at 10.6635685837809 10.4930625570363 10.8188616479051 10.7729827257783 10.4988011920795 10.7305778681382 10.4440874627376 10.3477794971087 9.54471486514963 9.98328980162311 10.4918634511175 10.2388151191106
225237_s_at 4.40952552935664 2.20946402576475 2.47608642249124 2.46923509389614 2.67820049193899 2.33604089481916 2.35679958717099 2.11130606428768 2.46309295246838 3.27523444069889 2.12010197931329 3.17791377977944
239673_at 4.89095902752375 7.08092500974764 6.61511130734024 6.65597670103265 5.98322930810857 7.04491402592304 4.32164423615356 5.97777788261039 5.63832508638968 5.13297411192717 6.13976283996585 5.84996629659041
227018_at 4.55934916943258 5.88085702386832 5.51059918919887 4.59000890912659 4.97422136838572 5.72215839498557 5.714906176867 4.72545441340016 3.47714827592025 4.90322750099458 6.7040465970311 5.5979418589118
205774_at 4.94347106094277 5.0007173703976 5.2934514602448 5.48094996923548 5.49018590094529 5.31203462044019 5.74110224895167 5.24542030497076 6.01118829490141 6.08497569495585 5.28881429224568 5.18204839794802
209824_s_at 6.53746259595152 4.80525375021224 5.68445576444094 5.86047496244621 6.04656835493099 5.37832362490475 5.32664520060917 6.55271305289198 6.00250886300363 5.91291698436769 6.71105490746553 6.90008114664572
239807_at 3.75021774676076 3.35943589733106 3.83889181551258 3.72827274291089 3.90618261111299 3.54879862393156 3.65418892717819 3.58368323441589 3.97497167501926 4.00267116221715 3.74497296280881 3.53430705894965
216011_at 3.67353253351703 3.02233041843147 3.2262754091544 3.55357508224744 3.19578398093973 2.90751173824456 2.87634257369153 3.25117542958859 3.82126463081703 3.2261515039175 2.95458504607652 3.31605079812428
218484_at 5.60825535359529 5.78414685103751 5.86014408484368 5.78586736336923 6.28405141182165 5.97138204420615 5.49173814000898 5.64289377983985 6.77142073835 6.10793631415651 5.74654089043365 5.63764348186183
205982_x_at 5.30915297536231 4.90668919038436 5.29809395355934 4.98700897878891 5.00277077324885 5.00635746348329 4.87508047386463 4.81089094944734 5.536408344505 5.19110811182112 4.83312850501881 4.96449832487617
1554511_at 3.31430573473617 3.01565158639853 3.60762795179605 3.35798723744665 3.35156703208651 3.01852017789368 2.94219720175431 3.15796780284431 4.11398266593442 3.26674688634043 3.39032786689941 3.17291835218418
239617_at 4.10055427612193 4.21209054512409 4.42935797926633 3.95878965070414 4.44548918364784 4.30751966719488 4.1753861958126 4.14419083013436 4.75804754067361 4.28060788949001 4.25402861006855 4.46182994801814
215190_at 3.76401031657349 6.18235489512697 6.32716236465645 5.52113729360596 6.13808068191507 6.41987005771901 5.538560758525 3.62869531191322 5.35800796094775 5.10996538691658 6.13055123125927 6.19107320157097
205418_at 4.47332656712135 5.40854907310861 6.28491461561677 5.99700331055221 6.13339609495101 5.82317974829076 4.6134966606298 5.59940517350139 5.18622518058331 5.95980085528834 7.03811790275039 5.79860049095639
1558315_s_at 2.35647075700849 2.37387727412631 2.73855832519701 2.40134016960932 2.13744141340948 3.32082499418049 2.54079321348378 3.20714015305311 2.76741547632313 2.28716873684341 2.36119617110782 2.4623938700273
222912_at 6.89765546737166 7.01225945549422 7.48633401684498 6.46818728593987 7.28954695556168 6.84762243475323 5.66534955632221 5.51018146581665 6.01910912784392 6.57535383118255 4.75281264307446 5.69876985954654
238635_at 2.2489622757117 1.98859489372828 1.88451122460623 2.47298965157741 2.12957028601335 2.62025441937938 2.12957028601335 1.80621979854575 2.22104712874446 2.12413473843346 1.97197237463783 2.80549365788749
220440_at 2.83089435850098 2.74917651085622 2.87964131860939 2.60136339354552 2.4871586989779 2.33368820456002 2.53768599576475 2.63943374174369 2.72019301796 2.67701363997877 2.24956914624772 2.51782555076718
205915_x_at 3.78002387041956 3.35636639991779 3.26656748551598 3.60255071857414 3.57024516793016 3.52443236503944 3.30360430931483 3.45420795059835 4.07082027578865 3.5816294643862 3.50666507930408 3.78984409720328
1558116_x_at 5.7737925196555 4.3935765928008 4.90476726866275 4.62439673017144 4.08649412064895 4.76146890604928 4.75998604066613 4.82990798987928 4.98457558485591 4.1584255269103 3.4500113057395 6.35242131013557
221433_at 3.76399197120381 3.43281927300233 3.53964200174142 3.47992171505397 3.83467323826425 3.35676843027992 3.58688430376476 3.56316820720488 4.23080254805735 3.77211386920719 3.46136681348385 3.32752314448703
238888_at 3.22141323428496 3.07080441872668 3.51426723047619 3.02442072982522 3.46111931756977 3.05073788533417 3.10716968045105 3.96589503547211 3.03886369500526 3.21540859457951 3.52264051886427 2.82417080855892
202398_at 4.6990169869537 4.05175800247613 4.56029304229067 3.84456168366768 4.71611029197607 4.96238959303662 4.89727481852445 5.77690272068505 5.02437561990346 4.98496993482457 4.26878894662521 5.14542031286937
235728_at 3.98365956300798 5.07659400262349 3.54368258444836 5.62437409371643 5.48844234600082 4.68802322255765 5.71854672431975 4.75743363606433 3.09813278379553 4.69642009278464 5.58787143148124 5.48555592975557
215142_at 3.33100091887879 3.07948449706675 3.09901718051411 3.29963914246081 3.18171986341756 2.91170762922427 3.10954790283011 3.33780478428046 3.41684311554218 3.29358575258999 3.05289863531773 3.24527608873531
