GSM947269	GSM947270	GSM947271	GSM947272	GSM947273	GSM947274	GSM947275	GSM947276	GSM947277	GSM947278	GSM947279	GSM947280	GSM947281	GSM947282	GSM947283	GSM947284	GSM947285	GSM947286	GSM947287	GSM947288	GSM947289	GSM947290	GSM947291	GSM947292	GSM947293	GSM947294	GSM947295	GSM947296	GSM947297	GSM947298	GSM947299	GSM947300	GSM947301	GSM947302	GSM947303	GSM947304	GSM947305	GSM947306	GSM947307	GSM947308	GSM947309	GSM947310	GSM947311	GSM947312	GSM947313
PTMA-7411	7809.26	7664.44	18743.2	8359.76	16249.7	9826.86	13948.6	17275.1	12170.6	12888.2	12743.9	9585.26	10287.1	12985.4	9346.6	9866.62	10893.3	11738.8	9223.12	7886.86	10182.1	12175.6	4036.61	8025.68	2828.86	7752.46	11090.1	24487.5	26385.9	8358.92	14687.9	9657.1	28209.2	14548	12526.5	12273.3	6818.59	9395.8	8209.78	11283.2	12927.9	9720.03	6196.62	16839.3	12978
DENND10-30495	3555.12	2344.21	1994.98	2564.67	2503.29	2333.89	1921.98	1756.16	1456.16	1137.73	1783.58	945.042	1065.32	1573.24	1022.36	1519.96	1830.37	1684.45	1299.61	839.156	2736.04	1504.26	1453.18	1728.51	991.795	2951.74	1536.66	1594.33	855.864	1395.34	2048.07	3123.79	891.805	1900.08	2448.68	869.459	831.881	1268.26	857.72	1139.35	920.668	1045.74	600.647	2063.4	799.637
GZMK-13287	186.252	85.39	42.7589	133.794	171.279	66.6062	100.375	109.519	33.1052	205.062	154.147	211.97	315.508	629.795	44.8583	150.026	67.1159	24.0305	319.643	571.17	412.711	273.389	389.356	251.023	1120.37	330.751	210.508	75.7271	95.6452	232.686	86.5893	150.837	129.172	156.047	60.1816	259.553	494.563	49.851	313.736	94.6894	158.138	178.106	420.907	311.133	299.404
ALDH3B1-17453	177.908	42.5782	423.053	49.0284	51.3509	46.0059	110.599	257.779	240.738	351.263	206.183	454.826	205.224	564.317	394.314	187.303	95.8912	597.038	735.317	981.223	100.288	237.33	41.4288	351.989	109.505	258.876	166.236	72.8392	840.819	383.345	361.159	157.81	229.515	241.218	133.711	1770.89	810.977	654.688	1206.21	821.868	424.536	794.703	1095.8	817.244	1256.94
MAIP1-24696	890.102	1400.6	1466.21	1274.54	1757.55	988.081	1636.82	1329.37	1423.11	2827.02	1681.9	1441.64	2034.14	2284.26	2239.17	1800.59	2151.6	2546	2192.16	2238.02	2794.35	1093.62	1861.91	1814.63	1101.34	2324.07	2926.23	3721.34	1998.68	1899.85	2728.95	2746.97	1808.95	1291.75	3596.09	1626.99	2517.89	1920.8	2382.72	2717.95	2993.27	2339.12	325.365	1989.57	1108.62
GPR146-33785	159.109	94.2212	99.8098	134.757	168.744	251.416	100.921	189.854	21.8312	14.2094	14.2763	113.278	53.0028	129.838	11.4848	7.00538	43.3055	132.125	386.682	438.032	64.9528	176.486	389.012	256.719	64.3096	222.054	208.268	36.0573	290.541	282.199	270.134	67.5611	93.9656	113.627	123.806	232.105	108.605	667.851	248.552	274.489	299.066	154.126	1044.95	71.1904	165.255
ZMYM2-42906	207.895	246.54	327.012	125.839	66.7427	20.978	162.026	94.6124	23.4418	16.1801	154.672	108.42	119.288	239.77	243.326	79.6832	130.378	132.091	24.3055	145.153	87.1785	31.9441	550.964	12.384	60.2065	32.8896	182.878	228.015	455.716	110.867	151.983	50.0919	84.347	31.7247	104.372	47.5312	45.3213	195.622	57.2148	349.875	13.3802	57.8797	591.407	335.751	105.951
OPA3-34548	428.438	214.645	351.119	630.075	471.836	548.845	370.013	326.599	748.761	533.696	643.322	340.671	386.951	737.736	648.569	415.533	397.869	969.759	1333.71	1405.91	302.205	585.254	404.155	580.382	361.843	582.894	497.033	364.499	984.106	573.176	946.793	461.216	472.626	959.395	420.626	912.155	1383.65	1327.31	1498.95	874.779	449.056	817.976	164.586	765.937	2265.2
QPRT-5693	768.391	653.871	514.397	962.993	680.392	669.707	571.466	553.653	657.037	356.684	294.466	526.837	266.536	589.017	442.524	226.348	227.353	283.887	682.046	623.79	299.73	546.475	1174.49	819.952	221.261	578.982	1038.99	466.174	429	962.626	644.028	698.104	604.961	519.388	579.989	1173.56	953.652	1914.29	723.398	1305.8	620.018	857.369	1803.64	925.94	2056.83
DHX8-32197	334.45	473.875	349.628	661.346	392.511	466.863	364.335	475.463	732.324	480.717	390.278	456.851	252.13	483.043	492.523	224.204	219.498	538.502	1075.79	643.474	195.712	505.965	781.217	709.946	899.774	368.417	553.917	277.049	287.491	286.516	531.006	92.3848	492.736	565.669	340.366	579.769	1144.73	938.812	1139.82	589.925	584.034	843.83	962.248	645.776	1199.17
TP53TG5-37071	124.51	16.9743	133.972	12.3531	45.3286	84.5052	9.89859	31.9396	11.245	6.30234	14.185	100.772	35.146	37.8524	14.6687	53.5469	44.2888	42.4074	176.186	45.4143	17.7107	68.2473	40.8216	58.9059	100.977	22.2465	167.128	9.47059	57.3908	36.1563	11.784	21.5521	15.4091	24.1618	7.78347	29.9421	44.8008	33.5773	40.1935	50.0939	15.7781	37.8812	48.0327	39.1332	478.38
TMEM132A-22535	16.4741	185.367	40.0902	157.509	25.5095	33.0512	103.428	17.3361	6.93688	95.128	35.7543	176.729	86.9521	63.5304	7.55698	5.7821	17.2032	45.5144	237.136	50.814	12.3985	148.531	57.2503	33.3926	641.876	161.422	5.92136	19.8587	131.056	16.0558	89.3164	140.476	6.92004	19.3056	9.42429	75.0705	217.805	214.82	503.367	230.927	27.9364	169.579	410.239	47.7929	86.396
TATDN2-5947	14.0458	102.011	15.0301	27.3278	64.0059	26.9565	144.003	212.453	170.805	26.3888	8.18022	11.1784	18.3439	23.9925	4.7498	26.987	40.2264	60.7567	150.452	40.7031	66.0649	51.8263	69.5158	19.6635	136.622	58.9342	35.406	98.3759	158.292	90.822	17.4476	167.823	31.3224	58.8785	10.6017	181.599	278.842	9.30328	42.4414	36.9891	16.6425	107.131	92.2171	66.6657	57.2792
PHF7-21764	209.618	347.465	156.237	48.4089	101.883	83.225	168.323	166.904	151.162	110.709	132.643	306.45	122.136	178.22	147.666	91.1469	38.2414	162.603	484.922	171.341	83.8061	263.641	432.887	607.452	59.1167	79.4008	296.084	212.31	268.502	264.765	379.772	131.577	375.414	341.105	96.8159	780.469	684.225	381.677	561.407	473.347	185.912	448.725	602.176	394.817	662.1
STK17B-11843	9.19366	11.7078	7.25485	176.812	7.80177	17.8985	14.8483	40.8032	115.784	32.021	58.2059	197.313	379.809	73.2412	196.628	40.7665	27.1011	24.8483	24.2692	92.1082	205.386	186.522	56.5568	162.715	218.155	8.84435	170.377	126.961	37.3038	190.044	149.16	416.806	120.523	20.1259	254.263	16.4583	71.426	81.856	147.272	8.287	108.426	127.699	18.0062	103.17	24.2004
HSPA4L-12171	171.235	251.024	309.953	247.088	156.961	317.762	140.765	259.896	311.315	170.19	21.1264	427.315	271.009	80.6809	308.435	104.408	286.834	142.968	243.235	224.197	193.1	275.947	56.5602	330.087	474.106	185.82	368.161	199.364	360.682	95.7203	94.6242	97.4726	440.856	17.4516	676.872	45.5715	223.267	159.833	231.856	90.1607	191.85	205.45	304.147	42.6706	289.065
SIGLEC6-13144	183.626	101.53	162.667	167.69	63.986	271.804	87.6441	75.3028	104.595	37.7193	39.5392	158.94	81.5293	41.098	178.43	67.3312	45.333	45.5168	59.9859	77.0438	49.6051	229.744	549.301	503.599	207.13	177.62	220.074	107.605	181.084	87.6662	259.271	71.5084	36.2172	96.1628	245.524	124.724	137.927	54.1268	93.9062	347.821	51.5866	71.7213	171.028	374.339	313.725
FOXP1-29984	10430.9	10386.1	9967.74	11942.4	10365.1	16491.6	12217.3	8521.31	4890.47	3556.94	6649.03	2552.34	5411.47	6099.2	2491.47	5340.67	4953.39	5326.39	5540.06	3559.97	8106.95	10036.5	5808.51	3849.71	3268.87	10275.5	5331.75	3121.38	1609.3	5652.08	2765.82	2340.02	1252.2	4529.26	2289.56	2681.11	3239.05	2098.03	3579.09	2381.33	1059.37	4971.23	3161.17	2718.84	2111.08
FAM234A-29897	344.398	319.645	316.253	514.931	328.739	429.152	352.952	388.782	554.448	479.137	112.608	328.882	171.817	270.776	173.062	158.243	135.725	148.247	1018.47	241.337	344.142	755.681	865.927	487.374	758.224	558.022	482.385	374.545	867.535	262.07	1159.72	288.795	865.814	540.361	291.041	1291.35	910.386	731.456	943.84	1223.7	91.8394	1154.72	1293	886.763	1352.13
KLF8-25444	189.395	222.861	183.771	383.504	217.837	391.294	328.069	324.396	83.5097	217.884	89.6477	233.771	181.683	282.821	352.011	79.7711	144.542	139.155	179.569	189.137	124.778	346.868	405.723	516.751	188.77	140.335	139.744	166.668	683.501	286.909	188.201	290.134	11.059	664.352	94.8794	371.41	509.544	471.564	335.242	378.033	446.228	298.232	736.514	433.695	394.162
SERPINA5-15964	326.511	392.964	356.937	970.125	401.189	134.894	457.449	255.997	180.975	226.49	114.059	1071.24	120.777	173.691	969.974	278.546	324.254	253.321	389.742	225.611	838.679	91.0075	375.324	30.1101	194.102	333.277	322.817	430.1	140.01	215.838	1217.99	74.1571	215.741	33.3662	533.299	1159.96	379.249	495.907	337.927	680.39	1103.54	474.589	358.492	490.846	235.252
OCIAD1-41531	5445.8	8520.13	7739.24	33812.8	9279.27	39088.8	7119.87	7440.72	12877.7	3020.78	7181.54	8503.37	6019.59	3555.96	9167.52	7100.91	5903.68	3492.62	5099.54	12507.3	5177.05	13027.5	113800	24396.4	969.611	13335	59816	6495.09	10977.4	44947.2	6328.16	7296.68	9891.02	11956.2	11347.7	6470.65	7677.58	4354.54	5593.93	4669.4	2975.6	4207.5	22430.8	4192.5	3959.74
IQCH-AS1-40664	625.171	769.168	1171.55	96.3848	924.781	209.277	786.014	869.481	301.442	433.663	345.301	809.818	398.673	249.969	459.177	291.693	288.332	286.001	259.161	519.271	314.297	459.424	2522.14	573.701	631.602	714.667	344.189	615.195	1381.51	1916.63	1506.06	1480.95	1021.47	470.726	563.303	346.198	396.846	228.381	405.562	23.0779	236.387	536.119	531.66	290.161	148.055
KLHDC10-15776	80.7232	269.91	381.216	241.089	40.0637	394.462	231.972	443.539	160.887	212.562	233.396	484.044	314.333	97.966	309.34	207.735	321.792	120.707	334.498	48.9285	93.8552	509.4	330.146	904.514	707.237	301.809	731.222	448.958	648.05	843.921	685.769	340.2	353.628	478.723	316.11	336.34	141.334	349.33	273.996	672.2	319.351	530.723	511.57	386.111	506.429
ZNF479-2176	158.641	114.284	12.3433	123.679	12.6808	138.813	69.2603	14.0542	26.3759	9.07921	43.8272	4.50002	4.08022	7.92729	8.82712	10.1451	55.104	29.0984	31.7975	31.0046	9.69017	196.211	40.6999	221.292	106.217	10.5761	35.3575	21.0362	134.05	111.386	70.3794	77.377	19.7584	29.7369	54.5153	48.7799	300.691	117.778	108.335	46.9561	25.8683	28.7591	96.6475	185.444	36.756
KIF20B-38204	195.466	217.864	164.681	139.517	9.36381	27.5155	31.6013	40.638	221.1	144.75	49.7356	61.5838	121.525	47.0629	148.755	137.517	59.7377	19.0247	18.5093	198.784	58.5217	94.2913	450.677	171.123	237.274	185.309	220.076	170.562	150.853	668.267	365.763	319.147	186.456	306.363	215.475	139.232	306.904	159.223	139.406	212.698	58.9589	116.013	61.4849	157.105	25.3573
GRIP2-22376	170.161	373.491	41.4552	291.651	201.907	321.268	154.985	320.928	59.2336	37.3299	105.348	70.1605	11.958	22.657	22.624	28.9207	10.2737	183.889	300.89	41.9481	126.284	279.155	753.728	483.903	40.0438	288.117	105.142	54.0554	68.692	61.2137	30.9701	335.579	100.894	206.973	102.855	80.4483	192.118	127.878	46.0164	331.322	29.9072	250.672	103.59	154.09	59.0899
FHL5-25681	325.646	222.128	83.9434	235.475	275.542	704.417	192.35	182.927	18.8941	103.012	52.5422	8.06027	97.6701	85.7384	100.648	44.3478	40.5097	95.162	96.1757	136.974	128.327	97.9063	91.7596	83.8723	41.1913	190.168	100.027	138.006	219.867	36.1487	190.81	72.3326	127.789	38.2755	118.724	153.129	215.825	181.893	228.122	172.82	139.666	92.4884	266.904	87.4155	331.894
ARSD-30430	954.693	987.597	1566.05	977.817	1050.38	614.258	822.892	1018.23	1043.42	1363.81	712.049	2872.62	528.897	615.611	2304.01	550.376	797.229	670.213	1033.42	1061.29	1274.99	987.911	65.0725	965.239	1197.5	1251.81	580.621	727.094	658.392	377.465	1951.72	826.144	1959.99	1941.28	642.617	403.422	517.106	864.198	760.815	583.62	844.499	749.636	712.097	558.345	906.69
ALDOB-22452	89.8565	45.503	75.9916	38.0692	301.779	26.616	20.6225	134.265	208.886	13.2977	134.851	185.296	111.35	170.961	360.033	8.21969	67.4438	108.732	110.651	839.217	31.0005	283.575	150.964	139.619	337.375	80.6186	522.42	191.745	419.355	74.8249	362.595	326.037	207.674	84.678	70.7101	1017.53	230.353	122.155	839.124	1309.81	70.468	466.311	1628.28	288.378	615.273
PPP1R3A-13515	4.63528	5.9173	71.7201	18.3855	121.096	7.03889	19.4849	15.3902	5.72305	7.81733	5.2396	19.324	6.13214	3.28384	5.28473	7.24451	3.40063	5.86572	11.9766	20.0662	3.39142	20.7713	18.604	32.6698	42.7241	5.452	11.4866	82.7632	17.4277	18.6847	10.6705	20.2554	38.4663	24.5611	8.2299	22.0699	13.2141	12.2394	8.98352	9.28514	5.68629	7.23204	18.1923	20.4136	26.9325
GFM2-36417	142.758	147.433	151.976	169.234	151.386	100.042	57.629	136.737	85.8188	97.1677	106.388	9.80502	137.525	108.01	183.419	53.0063	62.7247	72.7981	40.0851	38.4434	178.999	212.651	219.949	344.573	643.994	198.856	59.9004	186.095	256.058	329.336	165.958	361.004	179.188	275.459	477.377	604.436	113.659	325.674	388.674	401.689	136.452	65.9447	264.496	265.486	403.953
FEZF2-37759	85.5015	77.2266	17.2098	75.3908	9.40387	125.996	73.7198	9.93927	24.7092	60.6635	3.8964	41.4555	7.94924	15.5381	21.1409	10.2349	12.8327	22.8828	31.6525	261.073	17.0608	20.3466	55.6245	19.9699	90.106	21.2881	215.938	10.4889	42.2463	37.3772	168.968	165.404	41.2611	38.4541	27.3476	90.5328	324.398	282.977	165.577	279.806	64.149	142.243	75.4798	201.724	194.128
ARL5A-43216	1162.36	938.718	495.879	1161.22	760.368	706.902	638.842	669.28	746.261	885.255	642.989	647.883	572.561	700.603	633.954	984.595	932.646	825.049	727.497	565.308	578.556	609.087	439.886	1173.93	643.158	794.844	339.827	461.969	327.245	677.509	170.968	671.844	628.226	828.361	706.4	557.216	777.94	326.918	730.467	131.1	752.04	555.577	148.242	358.073	300.42
MMS19-8803	300.205	260.161	401.586	323.7	601.454	264.594	353.537	411.78	233.747	408.897	342.198	471.845	199.118	443.641	188.004	252.315	237.648	564.851	567.635	908.464	496.544	745.674	217.735	270.869	145.848	406.809	381.824	690.024	667.948	548.486	918.938	537.869	685.587	486.542	183.693	594.957	848.128	843.353	794.302	839.799	454.808	665.794	461.778	607.825	946.371
TYR-2273	47.2491	70.1987	5.40965	127.425	88.3476	49.8426	14.9607	9.70253	129.701	81.5257	4.35456	6.44648	39.1804	25.2199	37.8764	7.36545	10.6734	43.8395	18.846	24.8072	57.4561	22.1311	47.3237	19.4852	771.647	20.0367	33.5065	58.379	36.4735	298.641	12.3735	10.924	20.1973	14.4983	46.4633	32.7503	24.7119	50.9817	61.7237	18.8811	9.29282	98.3842	74.812	12.1429	50.9824
TOX2-33754	102.437	187.5	82.7869	217.656	83.3454	138.165	142.353	109.491	50.2748	291.169	79.9703	251.072	83.9177	112.306	179.729	87.3533	38.2319	160.694	183.761	19.6597	88.5558	103.942	108.836	336.92	1354.03	262.199	249.785	106.049	89.7859	680.657	283.108	355.99	46.5494	204.892	285.529	75.759	430.486	703.793	369.003	344.6	430.948	362.471	307.674	234.158	230.877
DGKE-1663	7.03694	46.7126	100.183	7.97533	6.14584	78.3224	4.49734	13.5175	24.1888	55.3726	81.5146	22.1384	103.241	23.5011	7.03759	14.2428	50.4315	91.4382	165.032	71.7836	4.42684	31.3461	26.4136	188.801	234.976	12.0411	302.953	137.751	25.1203	173.93	64.7636	106.735	33.671	166.175	337.557	174.345	33.1841	168.432	62.2767	39.7748	44.3002	92.881	211.705	23.6447	129.404
HRH2-26275	100.317	49.0377	33.8606	244.037	62.8128	71.7805	117.928	73.9495	150.4	28.0444	50.6609	11.9047	13.8955	70.0335	15.7996	7.87273	15.8061	117.336	74.8045	207.78	27.5633	50.4423	228.762	28.779	133.363	76.8556	48.0137	14.7732	48.642	118.204	20.5094	45.7656	413.862	264.776	78.4379	361.095	296.85	126.164	143.981	100.14	26.6654	95.6742	361.8	306.874	600.64
TSNAXIP1-27570	175.074	363.584	282.824	42.4459	295.473	170.615	210.823	239.427	101	209.878	145.533	675.397	128.495	152.595	874.849	61.1014	103.217	63.5363	91.419	213.416	206.59	265.056	1094.7	346.107	614.439	450.245	56.9105	124.434	311.657	156.264	246.864	106.198	229.763	168.954	47.0736	80.2438	84.265	85.3179	139.296	134.442	75.1054	40.4225	191.439	31.7631	57.1752
PIN1P1-14184	196.801	125.446	201.394	166.407	94.296	202.103	152.98	119.08	88.9269	58.5482	136.011	247.907	74.2237	162.156	296.237	34.0709	56.8136	164.572	345.554	477.507	123.393	192.167	607.308	277.344	164.532	177.238	457.881	58.2856	318.143	144.008	316.869	261.18	295.766	272.389	90.7503	532.034	801.744	440.906	988.94	877.209	183.666	428.38	944.062	446.978	625.826
AGPS-30253	1963.23	1458.7	1090.03	1835.4	1737.73	963.711	1073.2	1368.12	1628.48	1087.14	1495.92	1267.2	1503.41	2570.36	2208.67	2010.88	1706.08	2042.62	2657.59	1449.34	1915.23	663.048	1005.93	1752.4	153.261	2820.8	215.642	833.447	838.104	1843.77	2246.94	2497	898.195	1560.89	1317.38	494.209	1160.34	978.046	456.871	203.798	1523.97	921.929	165.897	844.527	377.208
RASA4B-15064	17.335	19.8096	50.8926	8.52475	53.0161	129.495	57.5158	30.9439	15.6513	127.932	8.91394	6.98979	4.38921	145.018	90.8361	4.69252	62.8535	29.3401	169.465	372.199	44.2922	8.79872	28.2863	21.76	105.037	67.6564	79.9635	57.8108	55.1437	27.5174	13.9663	31.8706	13.2475	65.1212	8.93817	169.701	448.826	65.0384	432.086	81.6353	202.925	195.955	352.408	84.9869	162.838
ARHGAP27-34374	14.7165	35.9537	45.7497	113.25	28.0387	116.448	29.2237	28.1889	113.345	17.3486	7.53916	24.8816	14.4031	18.0574	172.94	17.4977	22.8712	40.5964	56.0069	116.184	5.79886	39.8012	136.469	18.395	132.019	18.9141	40.417	18.2491	140.284	80.437	28.792	11.1778	156.578	252.193	81.935	120.483	56.0928	31.0129	85.8468	138.837	46.515	91.55	169.986	118.188	229.485
PBRM1-28522	2909.51	3584.46	3468.04	3415.92	2740.34	3555.68	3644.46	2035.61	2124.64	1453.64	2892.54	2026.56	1807.26	1679.81	1957.84	2051.54	2572.14	2248.21	1994.05	738.535	1255.62	1852.39	1360.86	1684.72	1349.44	2166.43	1651.55	2980.66	1487.21	2213.2	1174.17	2190.56	3333.22	1812.06	1992.55	1012.21	1023.58	2009.94	2236.7	1843.71	1340.69	1811.35	1251.97	2499.97	2325.42
SRSF3-15198	2081.31	1761.37	2363.77	1298.92	1489.57	2138.44	1918.96	2274.82	1902.74	2289.39	2799.32	857.796	1268.56	3803.41	1729.5	2293.38	3264.73	3724.54	2461.92	1757.47	2863.1	1600.24	711.991	899.958	613.485	1450.74	695.684	2172.48	1223.12	1202.26	1099.58	1462.59	835.31	1258.87	1923.85	1755.18	1228.19	1408.91	1557.6	1197.33	2149.78	1962.78	592.628	3605.6	632.604
TINCR-34338	120.728	155.602	163.677	171.609	119.347	141.485	123.861	24.5839	203.48	199.307	189.882	317.919	101.098	137.307	141.067	104.122	177.736	355.863	460.196	490.698	52.666	163.599	586.438	233.092	935.552	176.649	208.083	149.214	172.551	368.319	32.4292	304.454	182.695	125.292	106.693	38.4727	154.354	58.0333	36.745	20.487	12.8028	32.9908	67.9992	49.8735	21.3093
DENR-37989	42.3872	30.6098	107.107	10.4911	203.743	21.2173	98.6326	65.3986	9.42422	81.8387	113.508	50.8961	70.8591	53.4436	40.206	88.9036	5.83104	18.3242	153.389	28.4975	14.2432	9.55407	40.6072	131.248	117.928	53.7573	196.965	139.539	278.292	167.391	164.766	8.98239	237.734	12.5652	9.75668	360.32	35.3343	206.01	87.2722	147.33	171.068	39.4759	178.394	238.871	184.44
LYPLAL1-AS1-41301	249.826	232.155	173.179	180.499	59.114	277.005	86.3015	85.973	298.323	114.917	42.3641	42.9098	26.0956	357.31	128.787	22.5418	41.2622	352.955	749.839	680.317	113.332	22.2876	516.816	24.9439	858.875	176.836	53.6368	28.7997	62.0309	219.239	172.419	394.26	54.0019	10.5644	34.2999	1250.49	1082.22	684.341	781.477	182.003	451.371	481.059	611.502	671.574	997.644
LARP4B-15476	293.527	451.8	336.283	436.025	291.443	367.114	398.876	156.771	317.02	319.796	202.3	267.446	459.98	131.338	415.034	374.065	440.535	129.877	157.547	111.715	386.457	631.839	424.893	991.36	647.557	262.794	447.055	687.772	284.051	420.379	159.64	634.941	282.409	287.517	952.452	207.464	148.39	695.523	373.863	284.805	487.909	382.086	33.7057	508.554	58.6052
SP100-9499	1360.22	794.281	2545.07	990.929	1774.41	1029.48	2565.25	1834.63	1816.57	1561.88	3423.5	2514.72	10186.2	2203.85	3151.82	3721.77	3614.19	1874.17	1434.45	1972.93	2949.32	2782.4	1663.82	1583.09	661.538	1251.1	4149.12	2169.78	4146.94	1666.94	1539.5	836.044	1159.87	439.962	1779.05	354.025	1344.12	458.83	1242.57	828.21	2185.87	837.448	1167.68	477.677	282.575
POU3F1-16973	26.0335	297.959	84.1702	44.3014	31.9211	26.5143	101.618	44.882	25.3318	20.3369	49.3549	177.71	125.184	142.001	10.363	18.6614	131.506	36.462	125.536	104.806	46.3622	32.1486	31.709	35.1693	190.049	39.2408	32.859	29.387	276.316	59.5094	12.2887	63.9373	171.573	35.4991	171.913	23.9608	134.385	96.292	23.1799	289.692	21.8071	25.4409	420.407	135.226	178.22
SCARA5-34740	1365.01	375.93	164.347	533.753	847.528	825.754	279.725	256.037	10.5904	57.9297	44.9088	81.3951	149.829	109.766	22.6893	6.45319	47.884	58.7712	205.249	173.265	235.524	52.6818	138.166	292.024	274.464	344.608	23.6991	4.6434	7.66891	67.0536	153.997	7.76469	26.407	144.197	303.574	268.958	196.422	247.152	349.499	40.5466	53.0626	37.6621	134.463	84.9379	41.6861
DBR1-24669	193.673	167.954	128.448	285.036	237.702	490.033	149.258	394.729	251.608	209.925	221.092	230.761	140.817	359.46	274.138	191.161	260.362	281.031	328.573	158.566	155.726	352.498	514.592	193.502	599.888	226.404	360.154	266.918	227.999	306.568	391.247	366.568	318.237	396.189	200.149	331.193	145.594	462.096	105.154	718.373	294.014	347.11	731.139	774.517	492.668
METTL6-1020	211.723	97.0572	95.2592	65.3862	143.832	127.273	120.824	92.7004	106.537	8.91621	15.8047	60.2719	121.142	34.1099	38.8611	56.568	11.5668	36.3346	78.658	204.085	20.6212	19.9687	502.298	43.073	97.6865	108.939	260.875	15.4844	149.687	77.6238	19.5625	19.2457	320.379	36.4043	13.5658	136.43	28.3714	100.593	178.968	83.6206	29.6669	131.152	363.752	66.8146	202.946
VAPB-31065	10971.4	8357.83	11992	10473.1	11413.6	9351.17	8105.09	5883.3	4089.69	2639.13	5838.21	5469.2	4518.45	3646.86	4974.23	3075.24	4351.19	3979.92	3133.38	2484.46	2973.46	3070.02	5664	5610.36	3281.13	6324.25	7963.74	3434.85	2629.47	5432.05	4743.48	5886.45	7367.81	6198.44	9343.45	1395.23	3483.58	4099.91	6102.4	3248.74	3932.7	3849.64	1658.05	2896.34	1112.65
MASP1-36701	238.535	434.528	28.2786	247.788	207.148	294.938	121.165	102.97	211.866	88.0568	131.128	450.165	93.5063	299.525	322.079	86.2739	75.1251	127.253	214.96	237.069	104.165	249.626	436.289	186.835	347.567	177.609	263.65	32.4704	39.4318	182.59	137.24	48.1734	380.785	426.305	211.664	647.501	589.26	356.24	1443.29	109.912	167.182	463.98	277.417	170.35	588.457
RTN4IP1-2375	134.93	9.7715	84.7211	69.4503	147.218	8.62153	79.6314	2.83452	144.506	78.3873	39.8144	75.4374	60.8819	184.847	228.316	55.5072	31.3903	32.2842	51.0884	342.097	4.14621	25.2278	25.4216	96.4992	601.754	77.4939	17.5936	88.1002	14.7837	17.2564	50.2633	12.6161	104.967	9.55387	8.02966	406.134	611.113	79.9326	151.098	393.738	34.3861	184.571	459.721	51.608	668.793
TENM3-25043	63.7722	113.458	135.943	17.6299	27.2242	23.5807	128.859	198.908	24.5904	133.275	116.007	9.3925	100.483	18.4205	101.099	64.3649	107.097	126.601	287.109	249.245	82.762	305.896	266.916	20.7551	136.133	10.2391	101.299	56.7161	22.6368	230.637	20.3313	9.51015	132.438	14.3761	16.7172	399.74	19.3951	68.3135	93.5409	261.31	23.8983	164.335	425.04	55.3325	236.31
