SRR5892193	SRR5892194	SRR5892196	SRR5892197	SRR5892198	SRR5892199	SRR5892201	SRR5892202	SRR5892203	SRR5892206	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	SRR402990	SRR402991
Filifactor_alocis	0.000753205020388217	0.00194760718860782	0.00574667316252706	0.0109890925004914	0.000377059400844346	0.00291837887995088	7.38870916066175e-05	4.62967690982683e-05	0.00524727545313011	9.96116790989177e-05	0.000230206827804207	8.73229852576336e-05	0.00012075903995087	6.64381074422512e-05	0	9.13392006140616e-05	0.000217331280158582	0.00103608811123262	0.000249834690878546	5.40478154267103e-05	0.00185962235361434	0.00208975560248293
Finegoldia_magna	0.000100610820831394	0.000119791024843741	0.000119881974843714	9.2719308981534e-05	9.02907840133173e-05	6.34885197407436e-05	5.60522763912271e-05	7.89768414029283e-05	0.000135676159098387	6.09195392836356e-05	0.000223691540224843	6.52204869144151e-05	0.000106291575506878	0.000109668382832757	5.06399625264277e-05	0.00010690372807296	8.54630123043535e-05	0.000175910014060303	7.30793985653546e-05	0.000205494298236972	2.17376670294286e-05	0
Fusobacterium_necrophorum	0.000106726980152451	0.000141571211178967	0.000188385960468693	0.000320190680349564	0.000171997585039453	0.000124186335317059	5.35044456461713e-05	4.0850090380825e-05	0.000202383603988427	5.84498282315963e-05	0.000107502245059512	4.63790129169174e-05	8.14902078886064e-05	7.14437182769413e-05	3.11630538624171e-05	0.0001040365782779	0.000123747348133001	0.000263083893141697	0.000313228867947288	5.51738115814334e-05	0	4.79485033074478e-05
Fusobacterium_periodonticum	0.0424923226910122	0.0155659552761068	0.10593149871848	0.0362248158903588	0.039914249189211	0.0294021614003754	0.00150449405495544	0.00233662516978319	0.0283755380407684	0.0027537278230238	0.0235527645994021	0.00475493583209928	0.0111015645529406	0.0205635043644376	0.00319226533003135	0.0421552938439427	0.0445227490164019	0.0597690985783471	0.0212443132341508	0.0109914114643299	0.00572822586978717	0.00850286791985408
Gardnerella_vaginalis	0.00103301930932659	3.78287446874973e-05	3.28999404646283e-05	2.84339214210038e-05	2.13009948200432e-05	2.44186614387475e-05	3.56696304307809e-05	5.31051174950725e-05	4.63560210252821e-05	4.52780359540535e-05	7.05822821097804e-05	4.78283570705711e-05	8.00139360065665e-05	4.14100532688004e-05	2.82415175628155e-05	5.11991034832184e-05	4.02178881432252e-05	3.74941415403843e-05	4.11621913606063e-05	4.672884042101e-05	2.80486026186175e-05	0
Gemella_bergeri	0.000407030402816369	0.0005124075416761	0.000466458060012196	0.00037334975083231	0.000227634511808222	0.000496047665227128	0.000142678521723123	0.000418713426403456	0.000548357809689313	0.000101258153133611	0.000536425344034331	0.000147108431595847	0.000239746553643291	0.000174286268153303	5.16138079596283e-05	0.000412459977660807	0.000293899951815876	0.00047898765817841	0.00031939219071786	0.0001655214347443	9.60664639687651e-05	0.000143845509922343
Gemella_haemolysans	0.00651829679641691	0.00563476347004221	0.0061658093903641	0.00397580396912818	0.00247727390504144	0.00436814969337138	0.00110257375492289	0.0125804661676147	0.00138163555348524	0.000852873549970899	0.0121075760849854	0.00996786441675311	0.0100522304991866	0.00449958908485603	0.000563856505823109	0.00381003248480718	0.00635558645801833	0.00881768473675988	0.00352586086210798	0.00124872973558795	0.00639017289158654	0.00406163780100172
Gemella_sanguinis	0.0277924395708169	0.0598146964673111	0.080110453663138	0.0196923449702247	0.031291797241235	0.0949732441238235	0.0111333833982075	0.054467468009273	0.0148384492667269	0.00378524380575887	0.0346276676030583	0.0121578234329238	0.0179806962688704	0.0303585746568654	0.00331886523634742	0.0678719891343215	0.0450417144576347	0.0602002812060616	0.0164507889493384	0.0195123873651971	0.000870207896242609	0.00110481343037578
Granulicatella_adiacens	0.0211912688155996	0.0275530820396571	0.0323676825236868	0.0115614797012707	0.0131001118143265	0.0176819015858176	0.0281420644945136	0.0408310270053139	0.0149209855968451	0.0129470485718073	0.0209857412931326	0.0230645005252061	0.0249209456407168	0.0248924476253837	0.025145662930671	0.0338712789003579	0.0418768760291332	0.0302487111388846	0.0215615042381649	0.0478216196891688	0.0100932896523095	0.00545214439691771
Granulicatella_elegans	0.00111833973185534	0.000973230431505613	0.00204385246585054	0.00389791974958369	0.000610416567977356	0.00069348998486043	0.000700653454890338	0.00175587305153579	0.000693079046060925	0.000425613537968103	0.0028265489281809	0.00330957737486815	0.00420648910068469	0.00122728476555994	0.000595993405118726	0.00103176433339382	0.00223750673842982	0.000922355881893454	0.000586616256556235	0.00103816845465473	0.00533835029338838	0.00330245316530047
Haemophilus_influenzae	0.019787916059383	0.00233621156585211	0.0188683411985223	0.0104908807468973	0.00798755513222036	0.0131595654873616	0.00561732983516172	0.0169800209016296	0.00235624262967532	0.00237339232100975	0.00954055277871586	0.00537779148213194	0.00407480564880673	0.0147287823533106	0.0277662809914136	0.0166532251953655	0.0131640108681108	0.0220840493672864	0.00209927175939092	0.0273555135809211	0.0224304675141084	0.01814451279326
Haemophilus_sputorum	0.00829504107918408	0.00164325774271295	0.00941298844581132	0.00810614011989225	0.00549279533590874	0.00491443003355822	0.00221024317133588	0.00836609850999295	0.001261788279615	0.00106197575237689	0.0114723355459974	0.00194719387043371	0.00231981363543761	0.00818462877024883	0.0119510311562369	0.00719818435691264	0.00703194305765776	0.0132485549132948	0.00146555010737389	0.0112419456087557	0.0125622678978133	0.0118053210851545
Johnsonella_ignava	0.000456265485350881	0.000909036198096526	0.00100727899915677	0.00243048215276928	0.0004088519304265	0.000872792727424947	0.000309561435524277	0.000217186313858053	0.00100174230800976	0.000391037583239553	0.000726454565099125	0.000171022610131133	0.000893144488634183	0.000256196263630051	3.31107447288181e-05	0.000201929264137813	0.000338371655051173	0.00102640212466802	0.000537309674391658	9.23316846872968e-05	0.000197041433395788	0.000663287629086361
Jonquetella_anthropi	0	2.40728375284074e-05	1.84780487541063e-05	6.67579024667045e-05	0	0	0	0	4.0702847729516e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingella_denitrificans	0.000289294335886014	0.000289447213139184	0.00104558714901284	0.000332553254880435	3.78331102027632e-05	9.00002093028123e-05	0.000821675415280488	4.01692555411446e-05	7.91444261407256e-05	1.48182663122357e-05	0.000136821039166651	0.000121744908906908	0.00012075903995087	7.14437182769413e-05	5.8430725992032e-05	0.000146634232375937	8.00490658235347e-05	0.000383065146070926	0.000114901945937094	0.000161580448202769	0.00892015684778584	0.00272707112561109
Kingella_kingae	0.000101528244729553	2.23533491335211e-05	6.57998809292566e-05	5.93403577481818e-05	2.51160983699016e-05	3.00000697676041e-05	2.2930476705502e-05	4.62967690982683e-05	2.60045971605241e-05	0	5.5379944424597e-05	0	0	9.23762726765547e-05	5.94045714252325e-05	5.32470676225471e-05	5.72331485115128e-05	9.34229026714576e-05	1.40875949041647e-05	3.82838692605865e-05	0.00048734447049848	0.000575382039689374
Kingella_oralis	0.000533634900762257	0.000206911770184644	0.000305113146500731	0.00123131242327477	0.000116678583566505	0.000406047455924316	0.00119939132323501	0.000599134658918766	0.000212559315920806	0.000684933198432227	0.000466928943187778	0.00027138969277165	0.000141426846299429	0.000475988084825991	0.000381747409814609	0.000201519671309947	0.000192968520994898	0.000403374472738635	0.000926699602289586	0.00019761232515391	0.00131688189294409	0.000655296211868453
Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera_ascorbata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoanaerobaculum_saburreum	0.00743786135033789	0.016792523664459	0.0118390210419907	0.0125282330295849	0.0219508341247024	0.00780141349165928	0.0261681326247816	0.00338238748353231	0.0126371035853556	0.0030640881785634	0.0115917824849524	0.0204234331412107	0.021330947677972	0.0133258461530061	0.000987479269265341	0.015940943267707	0.0139904111273615	0.0138843930635838	0.0210477472615036	0.00456760340163438	0.0010672493296384	0.00253727496668578
Lactobacillus_acidophilus	1.95717098273836e-05	0.000170802513892033	0	0	0	0	0	0	0	0.000847110890849474	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_coleohominis	0	0	0	0	0	0	0	0	0	1.48182663122357e-05	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus	0	2.46460003267028e-05	0	0	0	0	0	0	0	0.000116899656463193	0	0	0	0	0	0	0	3.74941415403843e-05	0	0	0	0
Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0.000292249141157982	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri	0	0	0	0	0	0	9.23588645082719e-05	0	0	0.00192143519848656	0	0	0	0	0	0	0	8.09248554913295e-05	0	0	0	0
Lactobacillus_iners	0	0	1.53232599424296e-05	1.48350894370454e-05	2.0029293636757e-05	2.44186614387475e-05	0	0	0	1.39950292948893e-05	2.38893877910026e-05	0	0	0.000111488604954463	0	0	0	0	1.43077135745423e-05	0	0	0
Lactobacillus_jensenii	0	0	0	0	0	0	0	0	0	5.10406950754785e-05	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_panis	0	0	0	0	0	0	0	0	0	2.96365326244714e-05	0	0	0	0	0	0	0	0	0	0	2.17376670294286e-05	0
Lactobacillus_paracasei	0	0	0	0	0	0	0.000357970219680336	0	0	3.37527177112035e-05	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_parafarraginis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum	0	0	0	0	0	0	0	0	0	2.22273994683535e-05	0	0	0	0	3.60322810284197e-05	0	0	0	0	0	0	0
Lactobacillus_rapi	0	4.24140470738606e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus	0	0	0	0	0	0	0	0	0	4.11618508673214e-05	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius	4.40363471116132e-05	0.000123803164431809	4.95752527549193e-05	3.0906436327178e-05	4.64170931899448e-05	6.62792239051719e-05	2.61152651368217e-05	5.99134658918766e-05	4.74866556844353e-05	0.002892031641938	0.000143336326746016	5.18140534931187e-05	0.000116920733057566	8.09998844158953e-05	0.000157762960178486	6.75828165978483e-05	5.87799903631753e-05	0.000116856741134198	4.86462261534438e-05	0.00011147361931759	6.66154312192167e-05	0
Lactobacillus_vaginalis	0	9.91571641051066e-05	0	0	0	0	0	0	0	0.000635538977391442	0	0	0	0	0	0	0	9.37353538509608e-05	0	0	0	0
Lactococcus_lactis	0	1.94875351420441e-05	0	0	0.00104279497029465	5.65117593296729e-05	2.80261381956135e-05	0.000108933574348867	1.80901545464516e-05	9.54954940121855e-05	3.0404675370367e-05	0	0.000149693968838853	0.000523768915520761	0.000275598257595751	0	4.44717032352971e-05	0	0	0	0	0
Lautropia_mirabilis	0.00107797308033636	0.000123230001633514	0.00222592884869588	0.000819638691396761	0.000247345880149158	0.000630699141160793	0.00312300353575212	0.00547731628522895	0.00268412668082975	0.000219804283631496	0.00232378590330662	0.000617420609456463	0.000702410161474618	0.00163774485400453	0.000171396796243294	0.000101169428482839	0.000500790049475737	0.00184689892204343	0.000386748503853397	0.000181848378987786	0.0335671651838305	0.0214349788327336
Lawsonella_clevelandensis	0	0	0	0	1.49424889036124e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia_buccalis	0.000971551908149966	0.00312545673910489	0.00111544318698568	0.00756960438525244	0.00598557954443213	0.00243558705950479	0.00112677814700092	6.74026491283612e-05	0.00666283004638994	0.00075573158192402	0.00351065412401416	0.000431904557788794	0.00338272939050639	0.00126004876375064	0.000155815269312085	0.00101619980593492	0.000717347908708488	0.00164318075300734	0.0100374113692174	0.000325412888714985	0.00039197922159518	0.00183802596011883
Leptotrichia_goodfellowii	0.00409018154595713	0.00165987946386352	0.00500755121236281	0.00571027317580941	0.00219209491468952	0.00117907250947095	0.00172934011820661	0.00014706032537097	0.00327318733824858	0.000349875732372232	0.00249101161784364	0.000296028543383762	0.00188578970211786	0.00153945285943244	0.000247356740032935	0.00300477298522312	0.0016852841973863	0.00465239806280269	0.00298150739026424	0.000366511748362379	0.000392680436660646	0.0015283585429249
Leptotrichia_wadei	0.00228438550641493	0.0214196669350979	0.00127588673226524	0.0139857805667746	0.0536142860367528	0.00394117195621385	0.00356951087382314	0.000200846277705723	0.0148327960934311	0.00593224594699835	0.010157333336229	0.00396504326835803	0.0259245152661275	0.0110141640584401	0.000432387372341037	0.00570849524196492	0.00313390159146824	0.0089076706764568	0.0155518242995164	0.0009565337334373	0.000198443863526719	0.00118272974825038
Listeria_monocytogenes	0	0	0	0	0	0	0	1.42975316332887e-05	0	0	1.62882189484109e-05	0	0	1.50168325040705e-05	0	1.55645274588984e-05	1.77886812941188e-05	1.90595219496954e-05	0	1.57639461661238e-05	0	0
Lysinibacillus_fusiformis	0	0	0	2.59614065148295e-05	0	0	0	0	0	0	0	1.52181136133635e-05	0	0	0	0	0	0	0	0	0	0
Megasphaera_micronuciformis	0.00868066492437675	0.0154473105768597	0.000533609993289314	0.00699474466956693	0.0168284217584257	0.00399628836346131	0.000261152651368217	0.0137542254312238	0.0106686686437698	0.0106090554425434	0.009966218233901	0.0208209157753502	0.0105848693942266	0.00768179240912769	0.00111700071188101	0.00303180611186226	0.00239257763405898	0.00233963443211998	0.0120581007632835	0.00540027755805214	0.000114999270736332	0.000117873403964143
Methanobrevibacter_oralis	0	0	2.47876263774597e-05	0.000265795352413731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella_multacida	1.49845903365906e-05	0.000135266420397718	1.84780487541063e-05	0.000123625745308712	0.000130985221878474	5.72094353707799e-05	1.46500267840707e-05	1.42975316332887e-05	8.59282340956449e-05	0.000102081390150957	6.51528757936435e-05	2.60881947657661e-05	0.000864209559746199	2.95786094777146e-05	1.65553723644091e-05	4.25976540980377e-05	3.32570998107439e-05	2.4683643180753e-05	0.000236407451985514	4.05358615700327e-05	3.01522478150139e-05	0
Mobiluncus_mulieris	3.45563001639742e-05	0	0	5.19228130296591e-05	8.20247263219572e-05	1.74419010276768e-05	0	1.97442103507321e-05	7.1229983526653e-05	0	0	1.9928482112738e-05	3.18874726520634e-05	2.63932207647299e-05	0	0	0	0	2.17917483673798e-05	1.91419346302932e-05	0	0
Mogibacterium_timidum	0.00738434495627864	0.00426490438211617	0.00418730612132687	0.00979734031571543	0.00552268031371596	0.00447559180370187	0.00591224124390193	0.00216982063406149	0.00655655038842954	0.00629858641971751	0.00658261221768444	0.0032918229089859	0.00455843231736302	0.00478536395796379	0.000362270501150598	0.00821684171981475	0.00375727885768823	0.00368973597875332	0.0076814812401662	0.00372535827790148	0.000291004252168157	0.000713233986698286
Moraxella_catarrhalis	1.62078222008021e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13409475939909e-05	0.00161426627801741
Moraxella_lincolnii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04874847135116e-05	0.000465500052943139
Moraxella_nonliquefaciens	0	0	0	1.85438617963068e-05	0	0	0	0	0	0	3.25764378968217e-05	0	0	0	0	0	0	2.21840337447274e-05	0	0	0.00013533450763483	0.00216367621174858
Moraxella_osloensis	0	0	0	1.73076043432197e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.04567434450416e-05	0.000377594463546151
Mycoplasma_fermentans	0	4.81456750568148e-05	0	2.59614065148295e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45586312492791e-05	0	0	0
Mycoplasma_hominis	0	0	0	2.71976639679166e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma_orale	2.26297894879123e-05	7.27916753835176e-05	0.00181941177610554	0.000441343910752102	0	2.51163374798546e-05	0	0	0.00108653990744625	0	0	0	7.88329185009345e-05	6.59830519118248e-05	0	0	0.000367761650232761	0	0.000296279730328215	0	2.66461724876867e-05	0.00142247226478762
Mycoplasma_salivarium	3.76143798245029e-05	8.94133965340846e-05	0.000276269363079687	0.000670051539573219	2.4162322482437e-05	8.86048572205982e-05	0	0.000137528637615444	0.0006139346199202	0.000165470640486632	9.12140261111009e-05	0	4.25166302027512e-05	0	0	0	1.81753917570345e-05	0.00013560381190439	5.12876501979747e-05	0	3.57619683387374e-05	0.000635317668823683
Neisseria_bacilliformis	0.000348621081300271	0.000146729676363626	4.77725162911041e-05	0.000203982479759375	2.92491272155816e-05	3.76745062197819e-05	0.000971360471552514	0.000274376440391208	0.000150374409667379	0.00180041935693664	8.90422635846461e-05	3.26102434572076e-05	4.22213758263432e-05	0.000198859266796327	9.73845433200533e-05	1.51549346310326e-05	9.55174843401598e-05	0.000226214653960319	0.000225401518466636	0.000162143446280131	0.00135264386128283	0.00125465250321155
Neisseria_elongata	0.00512106019952135	0.000511261216079509	0.000694954906800778	0.00883429575976056	0.000322694175258863	0.00038372182260889	0.00221916057894358	0.000202888782224764	0.00172308722054951	8.31469387519891e-05	0.000523394768875603	0.00021631461493281	0.000134635995642045	0.000931043615252369	0.000231775213101727	0.000240430989957193	0.000836068020823585	0.00226777066083424	0.000730793985653546	0.000187478359761401	0.046786471597985	0.0459326683142305
Neisseria_gonorrhoeae	8.31797667663804e-05	0.000112913071264197	0.000102755978437469	0.000161949726354413	9.50596634506403e-05	8.44188009739558e-05	0.000105098018233551	0.000341779089519569	0.000127761716484314	0	8.14410947420543e-05	5.65244219924931e-05	7.08610503379186e-05	0.000354943313732575	2.14245995304117e-05	0.000140490339957951	0.00034842612708698	0.000642712076238088	8.69468747991417e-05	1.6889942320847e-05	0.00421219889825089	0.00218165690048888
Neisseria_lactamica	0.000601830077192047	0.000320398004247136	0.000586790718971863	0.000488321693969413	0.000274369530293989	0.00025744245916851	0.000475170433952902	0.000256674734559517	0.000357280552292418	4.36315619193606e-05	0.000187857458538339	4.56543408400906e-05	0.000157961091378277	0.0011230770490923	3.50584355952192e-05	0.000401400971308432	0.000547968725951443	0.000673644743008905	0.000146378915801087	4.50398461889253e-05	0.00540847179993493	0.00640112519154428
Neisseria_meningitidis	0.000220487543524119	0.000236716235696006	0.000278522783659456	0.000342443314505132	0.000151332440811053	0.000353024076800179	0.000457972576423776	0.000281184788788012	0.000290573107402378	3.37527177112035e-05	0.000185685696011884	2.93492191114868e-05	9.33003829449262e-05	0.000721718071256235	0.000120756833716866	0.000437445140160618	0.000564983986319731	0.000553351038900172	0.000178956479016968	6.98117615928342e-05	0.00543231311216075	0.00389381803942566
Neisseria_mucosa	0.079897529866735	0.0253710512665465	0.0578935294830788	0.0370073668581629	0.0336485774591601	0.028650764304103	0.0313300377142646	0.0111854355811096	0.0281788076100758	0.00204739046214056	0.0103929695703494	0.000268853340502756	0.00788919693762161	0.0968308112638985	0.001087785348885	0.0391226685464247	0.0828643179935605	0.0965124199343853	0.0151578118795405	0.00248507351347395	0.320392175561813	0.193252446872059
Neisseria_sicca	0.00259997932738149	0.00262623194178959	0.00286499892511838	0.00166771130421453	0.00139696374983985	0.000778606461875493	0.00423831644440028	0.00261304411469344	0.00181919116657753	4.36315619193606e-05	0.00368113748234086	0.0023062688845014	0.00147302408389948	0.00897551528212988	0.000629104149847545	0.00188945171494469	0.00632310277913341	0.00780659271988752	0.000997577814151165	0.000184100371297232	0.0923794751545478	0.0229833159187033
Neisseria_weaveri	3.05807966052869e-05	3.61092562926111e-05	0.000235707792643844	3.0906436327178e-05	1.65321153827201e-05	0	8.98110337632161e-05	0	5.87930022759676e-05	0	2.93187941071396e-05	0	0	0.000437308364739749	0	1.92508629096901e-05	7.19281461023066e-05	9.65474144664896e-05	0	1.52009480887623e-05	0.00031975406985224	0.000289688874149164
Ochrobactrum_anthropi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella_profusa	1.43729744044849e-05	0.000236143072897711	7.52642473642866e-05	0.00141427852633167	3.37000813570832e-05	0.000384419498649997	0.00020191558654567	2.31483845491341e-05	0.000324492147176975	0.000125955263654003	0.00014550808927247	2.24648343816319e-05	7.05657959615106e-05	6.09774410771346e-05	0	1.96604557375559e-05	9.39706424884973e-05	0.00159662552726137	0.000154303187934679	0	2.66461724876867e-05	0
Olsenella_uli	6.88067923618956e-05	0.000183985258252828	7.48135632483328e-05	0.00160960720391943	0.000103961571733643	0.000341163584101358	9.87284413709113e-05	3.67650813427425e-05	0.000569839868213224	0.000178642432764175	0.000153109258115062	0.000212691254548676	0.000126368873102622	0.000107393105180625	0	0.0001040365782779	2.97767056445033e-05	0.000123730667083268	0.000399075149394542	0	4.27741189933917e-05	5.39420662208788e-05
Oribacterium_parvum	0.00479598633160715	0.00400239582049688	0.00717308838952087	0.00574736089940202	0.00696637908204158	0.0025053546636155	0.000109556722037398	0.00524038576102016	0.0131368441047013	0.00274467221583299	0.00701479296044895	0.00378025188876718	0.00733441396435099	0.0087102179078913	0.000433361217774237	0.00597718813704484	0.00691399636646849	0.00470426495860022	0.00702662819579292	0.00267142587708063	0.000727861237953125	0.000449517218507323
Oribacterium_sinus	0.00496051101734359	0.00652775110978647	0.0206562050865111	0.00554955970690808	0.00999620715122085	0.0147809646068944	0.000100639314429703	0.0135384007870451	0.0272788224213898	0.00500528106546628	0.0153532751807721	0.0134386813287152	0.0017358004789026	0.0185689959745788	0.00868962280044836	0.0133441247390382	0.010725027978502	0.00471863771285737	0.00616706478796849	0.0178712479696882	0.00234696682411282	0.000805135284704228
Parascardovia_denticolens	0	0	0	3.46152086864394e-05	0	0	0	0	0	2.96365326244714e-05	0	1.95661460743245e-05	1.94867888429276e-05	0.000102842549876361	0	0	1.93355231457813e-05	0	0	0	0	0
Parvimonas_micra	0.0135298618420771	0.00308189636643444	0.0436771497294318	0.0208643170357513	0.000901636138949886	0.00437791715794688	0.00370518286099736	0.00329183644985481	0.0114341083080165	0.00403303814798015	0.00234767529109762	0.000173196626361614	0.000741088484784066	0.00251554697219702	0.000629104149847545	0.000716377855937191	0.0153903030031161	0.00772504296203718	0.00322341780900919	0.000752165431355052	0.000825330132052821	0.00351023001296607
Peptoniphilus_asaccharolyticus	6.94184082940013e-05	3.26702795028386e-05	0.00016900654348268	5.06865555765719e-05	3.5925558427834e-05	5.09303510008163e-05	3.82174611758366e-05	2.85950632665775e-05	4.40947517069757e-05	2.14041624510071e-05	2.60611503174574e-05	2.78998749578331e-05	4.01545951914872e-05	3.86797200862421e-05	0	4.05496899587089e-05	5.1819202030694e-05	5.28042493360412e-05	5.10675315275972e-05	2.5897911558632e-05	0	0
Peptoniphilus_indolicus	4.9235082534512e-05	4.2987209872156e-05	0.000109065556060823	9.14830515284469e-05	3.14746042863324e-05	3.27907739320324e-05	1.84717729016544e-05	2.04250451904125e-05	5.87930022759676e-05	1.97576884163143e-05	3.25764378968217e-05	3.7320611956582e-05	2.89349288879834e-05	2.73033318255827e-05	0	3.52249831964542e-05	3.71242044399002e-05	6.15528823621309e-05	5.23882435498626e-05	1.80159384755701e-05	0	0
Peptoniphilus_lacrimalis	6.26906330408382e-05	0.000278557119971571	9.91505055098387e-05	4.94502981234848e-05	2.03472189325785e-05	2.44186614387475e-05	0	8.57851897997324e-05	4.40947517069757e-05	1.81112143816214e-05	2.06317440013204e-05	3.51465957261015e-05	3.33637445341034e-05	2.82134428864354e-05	7.49860983564411e-05	4.46456182373664e-05	5.99401217519221e-05	3.90563974379003e-05	2.33325790600228e-05	2.47719154039089e-05	0	0
Peptostreptococcus_anaerobius	0.00112476169914245	0.0001249494900284	0.000738220581932344	0.000377058523191572	0.000177720240364241	0.000256047107086296	5.86001071362828e-05	7.01259884870829e-05	0.000409289746613467	1.48182663122357e-05	0.000146593970535698	9.96424105636898e-05	0.000308540823346354	0.00024618504196067	8.27768618220453e-05	0.000154416496105387	0.000699172516951453	0.000546477112951101	0.000148580102504862	8.27607173721502e-05	0	7.19227549611717e-05
Peptostreptococcus_stomatis	0.0229004295378691	0.00035364144654827	0.0242323835466046	0.0111522784842989	0.00499238092028564	0.00797443714985384	0.00223444756341391	0.000374459161824229	0.00900889696413288	0.000137480581896853	0.00324787085831313	0.0019957468995811	0.0037488448172523	0.00763856213373718	4.18753536276229e-05	0.00745909498826312	0.019625942703431	0.0148026870801437	0.00573034934593938	0.0012025638932443	0.000667556742323097	0.00217166762896649
Porphyromonas_asaccharolytica	4.2201499315296e-05	3.03776283096569e-05	1.75766805221987e-05	5.56315853889204e-05	0	0.000202326051921051	0	0.000303652338497466	2.14820585239112e-05	1.89344513989678e-05	5.21223006349148e-05	1.95661460743245e-05	2.83444201351675e-05	0	0	1.72028987703614e-05	2.12690754603595e-05	1.9996875488205e-05	4.86462261534438e-05	3.26538884869708e-05	9.18591735759724e-05	0.000237744662232762
Porphyromonas_catoniae	0.00071620225649582	0.000150168653153398	0.001649053180275	0.000756589561289318	0.000322694175258863	0.000429768441321957	0.000161787252311042	0.0003928417024956	0.000554010982985079	1.48182663122357e-05	0.000528824175191739	0.000239504121391269	0.00020608755473278	0.000397718533592654	2.04507540972112e-05	0.000673370609011288	0.000711160541301838	0.00183815028901734	0.000403257404131715	4.56028442662868e-05	0.00380409173015	0.00822716402583625
Porphyromonas_endodontalis	0.00142108961824768	0.00652316580740011	0.010489222114709	0.0153370099629988	0.00070420453024471	0.00274954127800297	0	6.26368052505983e-05	0.00467065177696196	0.00181523762324887	0.000393089017288316	3.18855713803807e-05	0.000232955702985908	0.000176561545805435	0.000681691803240373	0.000152368531966058	0.000459412029943765	0.00176159975003906	0.00133237831179546	2.92759000228014e-05	0.00910808248533058	0.030734990620074
Porphyromonas_gingivalis	0.0011776664772696	0.00499626011274112	0.00709737345804063	0.0501562011291976	1.39887130161477e-05	3.27907739320324e-05	0	0	0.015569969891199	4.03386138499749e-05	2.06317440013204e-05	0	2.95254376407994e-05	5.50617191815917e-05	0	0	3.01634161074189e-05	5.74910170285893e-05	0.00181884057332989	2.75869057907167e-05	0.0259134027442753	0.0111560184361995
Prevotella_aurantiaca	0.00307092359510291	0.00102137610656243	0.0343421296356805	0.0111485697119397	0.00134545985191676	0.00063628054948965	0.00111913465476575	0.00132150042381969	0.00139520316939508	0.00126943148074819	0.00181016406580006	0.00106236926462814	0.00177123100407156	0.00194900283681618	0.0001830829414417	0.00146511354527578	0.00215320385751421	0.0233447898765818	0.00149570636521561	0.00125323372020685	0.00532081991675175	0.101572910693915
Prevotella_baroniae	0.000560240193808857	0.000423567307940311	0.00185276240068612	0.00267896990083979	0.000281999737393706	0.000876281107630483	0.000139493733291804	0.000110976078867908	0.000930512324483102	0.000158061507330514	0.000463671299398096	0.000373568455604233	0.000273110298177395	0.000262111985525594	8.66722435548475e-05	0.000201929264137813	0.000287712584409226	0.000628339321980941	0.000605106224867951	0.000365948750285018	0.00141996050756751	0.00506456066184917
Prevotella_bivia	0.000314064781136297	0.000362812051320997	9.05875073067162e-05	0.000321426937802651	0.00031188471520093	0.000246279642510797	0.000217202571016005	0.000372416657305188	0.000369717533543104	0.000296365326244714	0.000416978405079318	0.000641334787991749	0.000757327475486505	0.000151533491631984	0.000122704524583267	0.000317024848768088	0.00028384547978007	0.00013466645836588	0.000472374666630274	0.000224636232867265	0.000252437423567558	0.000461504344334185
